ICD10;Label;Rubrik
C84;Reifzellige T/NK-Zell-Lymphome;
C84.0;Mycosis fungoides;
C84.1;Sézary-Syndrom;
C84.4;Peripheres T-Zell-Lymphom, nicht spezifiziert;
C84.5;Sonstige reifzellige T/NK-Zell-Lymphome;
C84.6;Anaplastisches großzelliges Lymphom, ALK-positiv;
C84.7;Anaplastisches großzelliges Lymphom, ALK-negativ;
C84.8;Kutanes T-Zell-Lymphom, nicht näher bezeichnet;
C84.9;Reifzelliges T/NK-Zell-Lymphom, nicht näher bezeichnet;
C85;Sonstige und nicht näher bezeichnete Typen des Non-Hodgkin-Lymphoms;
C85.1;B-Zell-Lymphom, nicht näher bezeichnet;
C85.2;Mediastinales (thymisches) großzelliges B-Zell-Lymphom;
C85.7;Sonstige näher bezeichnete Typen des Non-Hodgkin-Lymphoms;
C85.9;Non-Hodgkin-Lymphom, nicht näher bezeichnet;
C86;Weitere spezifizierte T/NK-Zell-Lymphome;
C86.0;Extranodales NK/T-Zell-Lymphom, nasaler Typ;
C86.1;Hepatosplenisches T-Zell-Lymphom;
C86.2;T-Zell-Lymphom vom Enteropathie-Typ;
C86.3;Subkutanes pannikulitisches T-Zell-Lymphom;
C86.4;Blastisches NK-Zell-Lymphom;
C86.5;Angioimmunoblastisches T-Zell-Lymphom;
C86.6;Primäre kutane CD30-positive T-Zell-Proliferationen;
C88;Bösartige immunproliferative Krankheiten;
C88.0;Makroglobulinämie Waldenström;
C88.2;Sonstige Schwerkettenkrankheit;
C88.3;Immunproliferative Dünndarmkrankheit;
C88.4;Extranodales Marginalzonen-B-Zell-Lymphom des Mukosa-assoziierten lymphatischen Gewebes [MALT-Lymphom];
C88.7;Sonstige bösartige immunproliferative Krankheiten;
C88.9;Bösartige immunproliferative Krankheit, nicht näher bezeichnet;
C90;Plasmozytom und bösartige Plasmazellen-Neubildungen;
C90.0;Multiples Myelom;
C90.1;Plasmazellenleukämie;
C90.2;Extramedulläres Plasmozytom;
C90.3;Solitäres Plasmozytom;
C91;Lymphatische Leukämie;
C91.0;Akute lymphatische Leukämie [ALL];
C91.1;Chronische lymphatische Leukämie vom B-Zell-Typ [CLL];
C91.3;Prolymphozytäre Leukämie vom B-Zell-Typ;
C91.4;Haarzellenleukämie;
C91.5;Adulte(s) T-Zell-Lymphom/Leukämie (HTLV-1-assoziiert);
C91.6;Prolymphozyten-Leukämie vom T-Zell-Typ;
C91.7;Sonstige lymphatische Leukämie;
C91.8;Reifzellige B-ALL vom Burkitt-Typ;
C91.9;Lymphatische Leukämie, nicht näher bezeichnet;
C92;Myeloische Leukämie;
C92.0;Akute myeloblastische Leukämie [AML];
C92.1;Chronische myeloische Leukämie [CML], BCR/ABL-positiv;
C92.2;Atypische chronische myeloische Leukämie, BCR/ABL-negativ;
C92.3;Myelosarkom;
C92.4;Akute Promyelozyten-Leukämie [PCL];
C92.5;Akute myelomonozytäre Leukämie;
C92.6;Akute myeloische Leukämie mit 11q23-Abnormität;
C92.7;Sonstige myeloische Leukämie;
C92.8;Akute myeloische Leukämie mit multilineärer Dysplasie;
C92.9;Myeloische Leukämie, nicht näher bezeichnet;
C93;Monozytenleukämie;
C93.0;Akute Monoblasten-/Monozytenleukämie;
C93.1;Chronische myelomonozytäre Leukämie;
C93.3;Juvenile myelomonozytäre Leukämie;
C93.7;Sonstige Monozytenleukämie;
C93.9;Monozytenleukämie, nicht näher bezeichnet;
C94;Sonstige Leukämien näher bezeichneten Zelltyps;
C94.0;Akute Erythroleukämie;
C94.2;Akute Megakaryoblastenleukämie;
C94.3;Mastzellenleukämie;
C94.4;Akute Panmyelose mit Myelofibrose;
C94.6;Myelodysplastische und myeloproliferative Krankheit, nicht klassifizierbar;
C94.7;Sonstige näher bezeichnete Leukämien;
C94.8;Blastenkrise bei chronischer myeloischer Leukämie [CML];
C95;Leukämie nicht näher bezeichneten Zelltyps;
C95.0;Akute Leukämie nicht näher bezeichneten Zelltyps;
C95.1;Chronische Leukämie nicht näher bezeichneten Zelltyps;
C95.7;Sonstige Leukämie nicht näher bezeichneten Zelltyps;
C95.8;Leukämie, refraktär auf Standard-Induktionstherapie;
C95.9;Leukämie, nicht näher bezeichnet;
C96;Sonstige und nicht näher bezeichnete bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes;
C96.0;Multifokale und multisystemische (disseminierte) Langerhans-Zell-Histiozytose [Abt-Letterer-Siwe-Krankheit];
C96.2;Bösartiger Mastzelltumor;
C96.4;Sarkom der dendritischen Zellen (akzessorische Zellen);
C96.5;Multifokale und unisystemische Langerhans-Zell-Histiozytose;
C96.6;Unifokale Langerhans-Zell-Histiozytose;
C96.7;Sonstige näher bezeichnete bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes;
C96.8;Histiozytisches Sarkom;
C96.9;Bösartige Neubildung des lymphatischen, blutbildenden und verwandten Gewebes, nicht näher bezeichnet;
C97;Bösartige Neubildungen als Primärtumoren an mehreren Lokalisationen;
D00;Carcinoma in situ der Mundhöhle, des Ösophagus und des Magens;
D00.0;Carcinoma in situ: Lippe, Mundhöhle und Pharynx;preferredLong
D00.0;Carcinoma in situ: Lippe, Mundhöhle und Pharynx;preferredLong
D00.1;Carcinoma in situ: Ösophagus;preferredLong
D00.1;Carcinoma in situ: Ösophagus;preferredLong
D00.2;Carcinoma in situ: Magen;preferredLong
D00.2;Carcinoma in situ: Magen;preferredLong
D01;Carcinoma in situ sonstiger und nicht näher bezeichneter Verdauungsorgane;
D01.0;Carcinoma in situ: Kolon;preferredLong
D01.0;Carcinoma in situ: Kolon;preferredLong
D01.1;Carcinoma in situ: Rektosigmoid, Übergang;preferredLong
D01.1;Carcinoma in situ: Rektosigmoid, Übergang;preferredLong
D01.2;Carcinoma in situ: Rektum;preferredLong
D01.2;Carcinoma in situ: Rektum;preferredLong
D01.3;Carcinoma in situ: Analkanal und Anus;preferredLong
D01.3;Carcinoma in situ: Analkanal und Anus;preferredLong
D01.4;Carcinoma in situ: Sonstige und nicht näher bezeichnete Teile des Darmes;preferredLong
D01.4;Carcinoma in situ: Sonstige und nicht näher bezeichnete Teile des Darmes;preferredLong
D01.5;Carcinoma in situ: Leber, Gallenblase und Gallengänge;preferredLong
D01.5;Carcinoma in situ: Leber, Gallenblase und Gallengänge;preferredLong
D01.7;Carcinoma in situ: Sonstige näher bezeichnete Verdauungsorgane;preferredLong
D01.7;Carcinoma in situ: Sonstige näher bezeichnete Verdauungsorgane;preferredLong
D01.9;Carcinoma in situ: Verdauungsorgan, nicht näher bezeichnet;preferredLong
D01.9;Carcinoma in situ: Verdauungsorgan, nicht näher bezeichnet;preferredLong
D02;Carcinoma in situ des Mittelohres und des Atmungssystems;
D02.0;Carcinoma in situ: Larynx;preferredLong
D02.0;Carcinoma in situ: Larynx;preferredLong
D02.1;Carcinoma in situ: Trachea;preferredLong
D02.1;Carcinoma in situ: Trachea;preferredLong
D02.2;Carcinoma in situ: Bronchus und Lunge;preferredLong
D02.2;Carcinoma in situ: Bronchus und Lunge;preferredLong
D02.3;Carcinoma in situ: Sonstige Teile des Atmungssystems;preferredLong
D02.3;Carcinoma in situ: Sonstige Teile des Atmungssystems;preferredLong
D02.4;Carcinoma in situ: Atmungssystem, nicht näher bezeichnet;preferredLong
D02.4;Carcinoma in situ: Atmungssystem, nicht näher bezeichnet;preferredLong
D03;Melanoma in situ;
D03.0;Melanoma in situ der Lippe;
D03.1;Melanoma in situ des Augenlides, einschließlich Kanthus;
D03.2;Melanoma in situ des Ohres und des äußeren Gehörganges;
D03.3;Melanoma in situ sonstiger und nicht näher bezeichneter Teile des Gesichtes;
D03.4;Melanoma in situ der behaarten Kopfhaut und des Halses;
D03.5;Melanoma in situ des Rumpfes;
D03.6;Melanoma in situ der oberen Extremität, einschließlich Schulter;
D03.7;Melanoma in situ der unteren Extremität, einschließlich Hüfte;
D03.8;Melanoma in situ an sonstigen Lokalisationen;
D03.9;Melanoma in situ, nicht näher bezeichnet;
D04;Carcinoma in situ der Haut;
D04.0;Carcinoma in situ: Lippenhaut;preferredLong
D04.0;Carcinoma in situ: Lippenhaut;preferredLong
D04.1;Carcinoma in situ: Haut des Augenlides, einschließlich Kanthus;preferredLong
D04.1;Carcinoma in situ: Haut des Augenlides, einschließlich Kanthus;preferredLong
D04.2;Carcinoma in situ: Haut des Ohres und des äußeren Gehörganges;preferredLong
D04.2;Carcinoma in situ: Haut des Ohres und des äußeren Gehörganges;preferredLong
D04.3;Carcinoma in situ: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;preferredLong
D04.3;Carcinoma in situ: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;preferredLong
D04.4;Carcinoma in situ: Behaarte Kopfhaut und Haut des Halses;preferredLong
D04.4;Carcinoma in situ: Behaarte Kopfhaut und Haut des Halses;preferredLong
D04.5;Carcinoma in situ: Haut des Rumpfes;preferredLong
D04.5;Carcinoma in situ: Haut des Rumpfes;preferredLong
D04.6;Carcinoma in situ: Haut der oberen Extremität, einschließlich Schulter;preferredLong
D04.6;Carcinoma in situ: Haut der oberen Extremität, einschließlich Schulter;preferredLong
D04.7;Carcinoma in situ: Haut der unteren Extremität, einschließlich Hüfte;preferredLong
D04.7;Carcinoma in situ: Haut der unteren Extremität, einschließlich Hüfte;preferredLong
D04.8;Carcinoma in situ: Haut an sonstigen Lokalisationen;preferredLong
D04.8;Carcinoma in situ: Haut an sonstigen Lokalisationen;preferredLong
D04.9;Carcinoma in situ: Haut, nicht näher bezeichnet;preferredLong
D04.9;Carcinoma in situ: Haut, nicht näher bezeichnet;preferredLong
D05;Carcinoma in situ der Brustdrüse [Mamma];
D05.0;Lobuläres Carcinoma in situ der Brustdrüse;
D05.1;Carcinoma in situ der Milchgänge;
D05.7;Sonstiges Carcinoma in situ der Brustdrüse;
D05.9;Carcinoma in situ der Brustdrüse, nicht näher bezeichnet;
D06;Carcinoma in situ der Cervix uteri;
D06.0;Carcinoma in situ: Endozervix;preferredLong
D06.0;Carcinoma in situ: Endozervix;preferredLong
D06.1;Carcinoma in situ: Ektozervix;preferredLong
D06.1;Carcinoma in situ: Ektozervix;preferredLong
D06.7;Carcinoma in situ: Sonstige Teile der Cervix uteri;preferredLong
D06.7;Carcinoma in situ: Sonstige Teile der Cervix uteri;preferredLong
D06.9;Carcinoma in situ: Cervix uteri, nicht näher bezeichnet;preferredLong
D06.9;Carcinoma in situ: Cervix uteri, nicht näher bezeichnet;preferredLong
D07;Carcinoma in situ sonstiger und nicht näher bezeichneter Genitalorgane;
D07.0;Carcinoma in situ: Endometrium;preferredLong
D07.0;Carcinoma in situ: Endometrium;preferredLong
D07.1;Carcinoma in situ: Vulva;preferredLong
D07.1;Carcinoma in situ: Vulva;preferredLong
D07.2;Carcinoma in situ: Vagina;preferredLong
D07.2;Carcinoma in situ: Vagina;preferredLong
D07.3;Carcinoma in situ: Sonstige und nicht näher bezeichnete weibliche Genitalorgane;preferredLong
D07.3;Carcinoma in situ: Sonstige und nicht näher bezeichnete weibliche Genitalorgane;preferredLong
D07.4;Carcinoma in situ: Penis;preferredLong
D07.4;Carcinoma in situ: Penis;preferredLong
D07.5;Carcinoma in situ: Prostata;preferredLong
D07.5;Carcinoma in situ: Prostata;preferredLong
D07.6;Carcinoma in situ: Sonstige und nicht näher bezeichnete männliche Genitalorgane;preferredLong
D07.6;Carcinoma in situ: Sonstige und nicht näher bezeichnete männliche Genitalorgane;preferredLong
D09;Carcinoma in situ sonstiger und nicht näher bezeichneter Lokalisationen;
D09.0;Carcinoma in situ: Harnblase;preferredLong
D09.0;Carcinoma in situ: Harnblase;preferredLong
D09.1;Carcinoma in situ: Sonstige und nicht näher bezeichnete Harnorgane;preferredLong
D09.1;Carcinoma in situ: Sonstige und nicht näher bezeichnete Harnorgane;preferredLong
D09.2;Carcinoma in situ: Auge;preferredLong
D09.2;Carcinoma in situ: Auge;preferredLong
D09.3;Carcinoma in situ: Schilddrüse und sonstige endokrine Drüsen;preferredLong
D09.3;Carcinoma in situ: Schilddrüse und sonstige endokrine Drüsen;preferredLong
D09.7;Carcinoma in situ sonstiger näher bezeichneter Lokalisationen;
D09.9;Carcinoma in situ, nicht näher bezeichnet;
D10;Gutartige Neubildung des Mundes und des Pharynx;
D10.0;Gutartige Neubildung: Lippe;preferredLong
D10.0;Gutartige Neubildung: Lippe;preferredLong
D10.1;Gutartige Neubildung: Zunge;preferredLong
D10.1;Gutartige Neubildung: Zunge;preferredLong
D10.2;Gutartige Neubildung: Mundboden;preferredLong
D10.2;Gutartige Neubildung: Mundboden;preferredLong
D10.3;Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Mundes;preferredLong
D10.3;Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Mundes;preferredLong
D10.4;Gutartige Neubildung: Tonsille;preferredLong
D10.4;Gutartige Neubildung: Tonsille;preferredLong
D10.5;Gutartige Neubildung: Sonstige Teile des Oropharynx;preferredLong
D10.5;Gutartige Neubildung: Sonstige Teile des Oropharynx;preferredLong
D10.6;Gutartige Neubildung: Nasopharynx;preferredLong
D10.6;Gutartige Neubildung: Nasopharynx;preferredLong
D10.7;Gutartige Neubildung: Hypopharynx;preferredLong
D10.7;Gutartige Neubildung: Hypopharynx;preferredLong
D10.9;Gutartige Neubildung: Pharynx, nicht näher bezeichnet;preferredLong
D10.9;Gutartige Neubildung: Pharynx, nicht näher bezeichnet;preferredLong
D11;Gutartige Neubildung der großen Speicheldrüsen;
D11.0;Gutartige Neubildung: Parotis;preferredLong
D11.0;Gutartige Neubildung: Parotis;preferredLong
D11.7;Gutartige Neubildung: Sonstige große Speicheldrüsen;preferredLong
D11.7;Gutartige Neubildung: Sonstige große Speicheldrüsen;preferredLong
D11.9;Gutartige Neubildung: Große Speicheldrüse, nicht näher bezeichnet;preferredLong
D11.9;Gutartige Neubildung: Große Speicheldrüse, nicht näher bezeichnet;preferredLong
D12;Gutartige Neubildung des Kolons, des Rektums, des Analkanals und des Anus;
D12.0;Gutartige Neubildung: Zäkum;preferredLong
D12.0;Gutartige Neubildung: Zäkum;preferredLong
D12.1;Gutartige Neubildung: Appendix vermiformis;preferredLong
D12.1;Gutartige Neubildung: Appendix vermiformis;preferredLong
D12.2;Gutartige Neubildung: Colon ascendens;preferredLong
D12.2;Gutartige Neubildung: Colon ascendens;preferredLong
D12.3;Gutartige Neubildung: Colon transversum;preferredLong
D12.3;Gutartige Neubildung: Colon transversum;preferredLong
D12.4;Gutartige Neubildung: Colon descendens;preferredLong
D12.4;Gutartige Neubildung: Colon descendens;preferredLong
D12.5;Gutartige Neubildung: Colon sigmoideum;preferredLong
D12.5;Gutartige Neubildung: Colon sigmoideum;preferredLong
D12.6;Gutartige Neubildung: Kolon, nicht näher bezeichnet;preferredLong
D12.6;Gutartige Neubildung: Kolon, nicht näher bezeichnet;preferredLong
D12.7;Gutartige Neubildung: Rektosigmoid, Übergang;preferredLong
D12.7;Gutartige Neubildung: Rektosigmoid, Übergang;preferredLong
D12.8;Gutartige Neubildung: Rektum;preferredLong
D12.8;Gutartige Neubildung: Rektum;preferredLong
D12.9;Gutartige Neubildung: Analkanal und Anus;preferredLong
D12.9;Gutartige Neubildung: Analkanal und Anus;preferredLong
D13;Gutartige Neubildung sonstiger und ungenau bezeichneter Teile des Verdauungssystems;
D13.0;Gutartige Neubildung: Ösophagus;preferredLong
D13.0;Gutartige Neubildung: Ösophagus;preferredLong
D13.1;Gutartige Neubildung: Magen;preferredLong
D13.1;Gutartige Neubildung: Magen;preferredLong
D13.2;Gutartige Neubildung: Duodenum;preferredLong
D13.2;Gutartige Neubildung: Duodenum;preferredLong
D13.3;Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes;preferredLong
D13.3;Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes;preferredLong
D13.4;Gutartige Neubildung: Leber;preferredLong
D13.4;Gutartige Neubildung: Leber;preferredLong
D13.5;Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase;preferredLong
D13.5;Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase;preferredLong
D13.6;Gutartige Neubildung: Pankreas;preferredLong
D13.6;Gutartige Neubildung: Pankreas;preferredLong
D13.7;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;preferredLong
D13.7;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;preferredLong
D13.9;Gutartige Neubildung: Ungenau bezeichnete Lokalisationen innerhalb des Verdauungssystems;preferredLong
D13.9;Gutartige Neubildung: Ungenau bezeichnete Lokalisationen innerhalb des Verdauungssystems;preferredLong
D14;Gutartige Neubildung des Mittelohres und des Atmungssystems;
D14.0;Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen;preferredLong
D14.0;Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen;preferredLong
D14.1;Gutartige Neubildung: Larynx;preferredLong
D14.1;Gutartige Neubildung: Larynx;preferredLong
D14.2;Gutartige Neubildung: Trachea;preferredLong
D14.2;Gutartige Neubildung: Trachea;preferredLong
D14.3;Gutartige Neubildung: Bronchus und Lunge;preferredLong
D14.3;Gutartige Neubildung: Bronchus und Lunge;preferredLong
D14.4;Gutartige Neubildung: Atmungssystem, nicht näher bezeichnet;preferredLong
D14.4;Gutartige Neubildung: Atmungssystem, nicht näher bezeichnet;preferredLong
D15;Gutartige Neubildung sonstiger und nicht näher bezeichneter intrathorakaler Organe;
D15.0;Gutartige Neubildung: Thymus;preferredLong
D15.0;Gutartige Neubildung: Thymus;preferredLong
D15.1;Gutartige Neubildung: Herz;preferredLong
D15.1;Gutartige Neubildung: Herz;preferredLong
D15.2;Gutartige Neubildung: Mediastinum;preferredLong
D15.2;Gutartige Neubildung: Mediastinum;preferredLong
D15.7;Gutartige Neubildung: Sonstige näher bezeichnete intrathorakale Organe;preferredLong
D15.7;Gutartige Neubildung: Sonstige näher bezeichnete intrathorakale Organe;preferredLong
D15.9;Gutartige Neubildung: Intrathorakales Organ, nicht näher bezeichnet;preferredLong
D15.9;Gutartige Neubildung: Intrathorakales Organ, nicht näher bezeichnet;preferredLong
D16;Gutartige Neubildung des Knochens und des Gelenkknorpels;
D16.0;Gutartige Neubildung des Knochens und des Gelenkknorpels: Skapula und lange Knochen der oberen Extremität;preferredLong
D16.0;Gutartige Neubildung des Knochens und des Gelenkknorpels: Skapula und lange Knochen der oberen Extremität;preferredLong
D16.1;Gutartige Neubildung des Knochens und des Gelenkknorpels: Kurze Knochen der oberen Extremität;preferredLong
D16.1;Gutartige Neubildung des Knochens und des Gelenkknorpels: Kurze Knochen der oberen Extremität;preferredLong
D16.2;Gutartige Neubildung des Knochens und des Gelenkknorpels: Lange Knochen der unteren Extremität;preferredLong
D16.2;Gutartige Neubildung des Knochens und des Gelenkknorpels: Lange Knochen der unteren Extremität;preferredLong
D16.3;Gutartige Neubildung des Knochens und des Gelenkknorpels: Kurze Knochen der unteren Extremität;preferredLong
D16.3;Gutartige Neubildung des Knochens und des Gelenkknorpels: Kurze Knochen der unteren Extremität;preferredLong
D16.4;Gutartige Neubildung des Knochens und des Gelenkknorpels: Knochen des Hirn- und Gesichtsschädels;preferredLong
D16.4;Gutartige Neubildung des Knochens und des Gelenkknorpels: Knochen des Hirn- und Gesichtsschädels;preferredLong
D16.41;Gutartige Neubildung des Knochens und des Gelenkknorpels: Kraniofazial;preferredLong
D16.41;Gutartige Neubildung des Knochens und des Gelenkknorpels: Kraniofazial;preferredLong
D16.42;Gutartige Neubildung des Knochens und des Gelenkknorpels: Maxillofazial;preferredLong
D16.42;Gutartige Neubildung des Knochens und des Gelenkknorpels: Maxillofazial;preferredLong
D16.5;Gutartige Neubildung des Knochens und des Gelenkknorpels: Unterkieferknochen;preferredLong
D16.5;Gutartige Neubildung des Knochens und des Gelenkknorpels: Unterkieferknochen;preferredLong
D16.6;Gutartige Neubildung des Knochens und des Gelenkknorpels: Wirbelsäule;preferredLong
D16.6;Gutartige Neubildung des Knochens und des Gelenkknorpels: Wirbelsäule;preferredLong
D16.7;Gutartige Neubildung des Knochens und des Gelenkknorpels: Rippen, Sternum und Klavikula;preferredLong
D16.7;Gutartige Neubildung des Knochens und des Gelenkknorpels: Rippen, Sternum und Klavikula;preferredLong
D16.70;Gutartige Neubildung des Knochens und des Gelenkknorpels: Rippen;preferredLong
D16.70;Gutartige Neubildung des Knochens und des Gelenkknorpels: Rippen;preferredLong
D16.71;Gutartige Neubildung des Knochens und des Gelenkknorpels: Sternum;preferredLong
D16.71;Gutartige Neubildung des Knochens und des Gelenkknorpels: Sternum;preferredLong
D16.72;Gutartige Neubildung des Knochens und des Gelenkknorpels: Klavikula;preferredLong
D16.72;Gutartige Neubildung des Knochens und des Gelenkknorpels: Klavikula;preferredLong
D16.8;Gutartige Neubildung des Knochens und des Gelenkknorpels: Knöchernes Becken;preferredLong
D16.8;Gutartige Neubildung des Knochens und des Gelenkknorpels: Knöchernes Becken;preferredLong
D16.9;Gutartige Neubildung: Knochen und Gelenkknorpel, nicht näher bezeichnet;preferredLong
D16.9;Gutartige Neubildung: Knochen und Gelenkknorpel, nicht näher bezeichnet;preferredLong
D17;Gutartige Neubildung des Fettgewebes;
D17.0;Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Kopfes, des Gesichtes und des Halses;
D17.1;Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes;
D17.2;Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut der Extremitäten;
D17.3;Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut an sonstigen und nicht näher bezeichneten Lokalisationen;
D17.4;Gutartige Neubildung des Fettgewebes der intrathorakalen Organe;
D17.5;Gutartige Neubildung des Fettgewebes der intraabdominalen Organe;
D17.6;Gutartige Neubildung des Fettgewebes des Samenstrangs;
D17.7;Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen;
D17.9;Gutartige Neubildung des Fettgewebes, nicht näher bezeichnet;
D18;Hämangiom und Lymphangiom;
D18.0;Hämangiom;
D18.1;Lymphangiom;
D19;Gutartige Neubildung des mesothelialen Gewebes;
D19.0;Gutartige Neubildung: Mesotheliales Gewebe der Pleura;preferredLong
D19.0;Gutartige Neubildung: Mesotheliales Gewebe der Pleura;preferredLong
D19.1;Gutartige Neubildung: Mesotheliales Gewebe des Peritoneums;preferredLong
D19.1;Gutartige Neubildung: Mesotheliales Gewebe des Peritoneums;preferredLong
D19.7;Gutartige Neubildung: Mesotheliales Gewebe an sonstigen Lokalisationen;preferredLong
D19.7;Gutartige Neubildung: Mesotheliales Gewebe an sonstigen Lokalisationen;preferredLong
D19.9;Gutartige Neubildung: Mesotheliales Gewebe, nicht näher bezeichnet;preferredLong
D19.9;Gutartige Neubildung: Mesotheliales Gewebe, nicht näher bezeichnet;preferredLong
D20;Gutartige Neubildung des Weichteilgewebes des Retroperitoneums und des Peritoneums;
D20.0;Gutartige Neubildung: Retroperitoneum;preferredLong
D20.0;Gutartige Neubildung: Retroperitoneum;preferredLong
D20.1;Gutartige Neubildung: Peritoneum;preferredLong
D20.1;Gutartige Neubildung: Peritoneum;preferredLong
D21;Sonstige gutartige Neubildungen des Bindegewebes und anderer Weichteilgewebe;
D21.0;Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Kopfes, des Gesichtes und des Halses;preferredLong
D21.0;Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Kopfes, des Gesichtes und des Halses;preferredLong
D21.1;Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe der oberen Extremität, einschließlich Schulter;preferredLong
D21.1;Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe der oberen Extremität, einschließlich Schulter;preferredLong
D21.2;Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe der unteren Extremität, einschließlich Hüfte;preferredLong
D21.2;Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe der unteren Extremität, einschließlich Hüfte;preferredLong
D21.3;Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Thorax;preferredLong
D21.3;Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Thorax;preferredLong
D21.4;Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Abdomens;preferredLong
D21.4;Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Abdomens;preferredLong
D21.5;Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Beckens;preferredLong
D21.5;Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Beckens;preferredLong
D21.6;Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Rumpfes, nicht näher bezeichnet;preferredLong
D21.6;Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Rumpfes, nicht näher bezeichnet;preferredLong
D21.9;Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe, nicht näher bezeichnet;preferredLong
D21.9;Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe, nicht näher bezeichnet;preferredLong
D22;Melanozytennävus;
D22.0;Melanozytennävus der Lippe;
D22.1;Melanozytennävus des Augenlides, einschließlich Kanthus;
D22.2;Melanozytennävus des Ohres und des äußeren Gehörganges;
D22.3;Melanozytennävus sonstiger und nicht näher bezeichneter Teile des Gesichtes;
D22.4;Melanozytennävus der behaarten Kopfhaut und des Halses;
D22.5;Melanozytennävus des Rumpfes;
D22.6;Melanozytennävus der oberen Extremität, einschließlich Schulter;
D22.7;Melanozytennävus der unteren Extremität, einschließlich Hüfte;
D22.9;Melanozytennävus, nicht näher bezeichnet;
D23;Sonstige gutartige Neubildungen der Haut;
D23.0;Sonstige gutartige Neubildungen: Lippenhaut;preferredLong
D23.0;Sonstige gutartige Neubildungen: Lippenhaut;preferredLong
D23.1;Sonstige gutartige Neubildungen: Haut des Augenlides, einschließlich Kanthus;preferredLong
D23.1;Sonstige gutartige Neubildungen: Haut des Augenlides, einschließlich Kanthus;preferredLong
D23.2;Sonstige gutartige Neubildungen: Haut des Ohres und des äußeren Gehörganges;preferredLong
D23.2;Sonstige gutartige Neubildungen: Haut des Ohres und des äußeren Gehörganges;preferredLong
D23.3;Sonstige gutartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;preferredLong
D23.3;Sonstige gutartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;preferredLong
D23.4;Sonstige gutartige Neubildungen: Behaarte Kopfhaut und Haut des Halses;preferredLong
D23.4;Sonstige gutartige Neubildungen: Behaarte Kopfhaut und Haut des Halses;preferredLong
D23.5;Sonstige gutartige Neubildungen: Haut des Rumpfes;preferredLong
D23.5;Sonstige gutartige Neubildungen: Haut des Rumpfes;preferredLong
D23.6;Sonstige gutartige Neubildungen: Haut der oberen Extremität, einschließlich Schulter;preferredLong
D23.6;Sonstige gutartige Neubildungen: Haut der oberen Extremität, einschließlich Schulter;preferredLong
D23.7;Sonstige gutartige Neubildungen: Haut der unteren Extremität, einschließlich Hüfte;preferredLong
D23.7;Sonstige gutartige Neubildungen: Haut der unteren Extremität, einschließlich Hüfte;preferredLong
D23.9;Sonstige gutartige Neubildungen: Haut, nicht näher bezeichnet;preferredLong
D23.9;Sonstige gutartige Neubildungen: Haut, nicht näher bezeichnet;preferredLong
D24;Gutartige Neubildung der Brustdrüse [Mamma];
D25;Leiomyom des Uterus;
D25.0;Submuköses Leiomyom des Uterus;
D25.1;Intramurales Leiomyom des Uterus;
D25.2;Subseröses Leiomyom des Uterus;
D25.9;Leiomyom des Uterus, nicht näher bezeichnet;
D26;Sonstige gutartige Neubildungen des Uterus;
