Alpha-ID;Label;ICD-10-Code;Tumordiagnose
I31111;Akute Monozytenleukämie in kompletter Remission;C93.01;1
I116164;AML M5 in kompletter Remission;C93.01;1
I116165;AML M5a in kompletter Remission;C93.01;1
I116166;AML M5b in kompletter Remission;C93.01;1
I116167;Chronische monozytäre Leukämie;C93.10;1
I17643;Chronische Monozytenleukämie;C93.10;1
I96045;Chronische myelomonozytäre Leukämie;C93.10;1
I116168;CMML [Chronische myelomonozytäre Leukämie];C93.10;1
I116169;CMML [Chronische myelomonozytäre Leukämie] mit Eosinophilie;C93.10;1
I116170;CMML-1;C93.10;1
I116171;CMML-2;C93.10;1
I17647;Monozytäre Naegeli-Leukämie;C93.10;1
I116172;Chronische monozytäre Leukämie in kompletter Remission;C93.11;1
I31112;Chronische Monozytenleukämie in kompletter Remission;C93.11;1
I116173;Chronische myelomonozytäre Leukämie in kompletter Remission;C93.11;1
I116174;CMML [Chronische myelomonozytäre Leukämie] in kompletter Remission;C93.11;1
I116175;CMML [Chronische myelomonozytäre Leukämie] mit Eosinophilie in kompletter Remission;C93.11;1
I116176;CMML-1 in kompletter Remission;C93.11;1
I116177;CMML-2 in kompletter Remission;C93.11;1
I31092;Monozytäre Naegeli-Leukämie in kompletter Remission;C93.11;1
I119108;JMML [Juvenile myelomonozytäre Leukämie];C93.30;1
I116178;Juvenile myelomonozytäre Leukämie;C93.30;1
I132741;JMML [Juvenile myelomonozytäre Leukämie] in kompletter Remission;C93.31;1
I116179;Juvenile myelomonozytäre Leukämie in kompletter Remission;C93.31;1
I99354;Aleukämische monozytäre Leukämie;C93.90;1
I85222;Histiomonozytäre Leukämie;C93.90;1
I76148;Histiozytäre Leukämie;C93.90;1
I17666;Monozytenleukämie;C93.90;1
I76041;Monozytoide Leukämie;C93.90;1
I31558;Schilling-Typ der monozytären Leukämie;C93.90;1
I17673;Subakute monozytäre Leukämie;C93.90;1
I31114;Monozytenleukämie in kompletter Remission;C93.91;1
I85713;Monozytoide Leukämie in kompletter Remission;C93.91;1
I31113;Subakute monozytäre Leukämie in kompletter Remission;C93.91;1
I24188;Akute Erythrämie;C94.00;1
I24190;Akute erythrämische Myelose;C94.00;1
I24192;Akute Erythroleukämie;C94.00;1
I24191;Akute Erythrose;C94.00;1
I116180;Akute myeloische Leukämie, M6 (a) (b);C94.00;1
I119474;AML M6;C94.00;1
I24189;Di-Guglielmo-Krankheit;C94.00;1
I81661;Di-Guglielmo-Syndrom;C94.00;1
I24182;Erythrämie;C94.00;1
I77262;Erythrämische Myelose;C94.00;1
I24183;Erythroleukämie;C94.00;1
I24186;Erythroleukämische Myelose;C94.00;1
I24185;Erythroleukoblastose;C94.00;1
I31560;Erythroleukose;C94.00;1
I24184;Erythrozythämie;C94.00;1
I31120;Akute Erythrämie in kompletter Remission;C94.01;1
I31122;Akute erythrämische Myelose in kompletter Remission;C94.01;1
I31124;Akute Erythroleukämie in kompletter Remission;C94.01;1
I31123;Akute Erythrose in kompletter Remission;C94.01;1
I116181;Akute myeloische Leukämie, M6 (a) (b) in kompletter Remission;C94.01;1
I31121;Di-Guglielmo-Krankheit in kompletter Remission;C94.01;1
I31115;Erythrämie in kompletter Remission;C94.01;1
I31116;Erythroleukämie in kompletter Remission;C94.01;1
I31119;Erythroleukämische Myelose in kompletter Remission;C94.01;1
I31118;Erythroleukoblastose in kompletter Remission;C94.01;1
I31117;Erythrozythämie in kompletter Remission;C94.01;1
I30542;Akute Megakaryoblastenleukämie;C94.20;1
I85714;Akute megakaryozytäre Leukämie;C94.20;1
I116182;Akute myeloische Leukämie, M7;C94.20;1
I128509;"Megakaryoblastische akute myeloische Leukämie mit t(1;22) (p13;q13)";C94.20;1
I85715;Megakaryoblastische Leukämie;C94.20;1
I17664;Megakaryozytäre Leukämie;C94.20;1
I76070;Megakaryozytoide Leukämie;C94.20;1
I17665;Megakaryozytose;C94.20;1
I76021;Thrombozytäre Leukämie;C94.20;1
I31131;Akute Megakaryoblastenleukämie in kompletter Remission;C94.21;1
I116183;Akute myeloische Leukämie, M7 in kompletter Remission;C94.21;1
I31129;Megakaryozytäre Leukämie in kompletter Remission;C94.21;1
I31130;Megakaryozytose in kompletter Remission;C94.21;1
I130122;Akute Mastzellenleukämie;C94.30;1
I127475;Aleukämische Variante der Mastzellleukämie;C94.30;1
I18160;Basophile Leukämie;C94.30;1
I130123;Chronische Mastzellenleukämie;C94.30;1
I18159;Mastzellenleukämie;C94.30;1
I31133;Basophile Leukämie in kompletter Remission;C94.31;1
I31132;Mastzellenleukämie in kompletter Remission;C94.31;1
I30544;Akute Myelofibrose;C94.40;1
I125013;Akute Myelosklerose;C94.40;1
I30543;Akute Panmyelose;C94.40;1
I116184;Akute Panmyelose mit Myelofibrose;C94.40;1
I19935;Panmyelose;C94.40;1
I31136;Akute Myelofibrose in kompletter Remission;C94.41;1
I31135;Akute Panmyelose in kompletter Remission;C94.41;1
I116185;Akute Panmyelose mit Myelofibrose in kompletter Remission;C94.41;1
I31134;Panmyelose in kompletter Remission;C94.41;1
I116324;Nicht klassifizierbare myelodysplastische Krankheit;C94.60;1
I134165;Nicht klassifizierbare myelodysplastische und myeloproliferative Krankheit;C94.60;1
I116325;Nicht klassifizierbare myeloproliferative Krankheit;C94.60;1
I116326;Nicht klassifizierbare myelodysplastische Krankheit in kompletter Remission;C94.61;1
I116327;Nicht klassifizierbare myeloproliferative Krankheit in kompletter Remission;C94.61;1
I116310;Aggressive NK-Zell-Leukämie;C94.70;1
I116312;Akute Basophilenleukämie;C94.70;1
I116311;Aggressive NK-Zell-Leukämie in kompletter Remission;C94.71;1
I116313;Akute Basophilenleukämie in kompletter Remission;C94.71;1
I116186;Akute biliniäre Leukämie;C95.00;1
I116187;Akute gemischt-liniäre Leukämie;C95.00;1
I17632;Akute Leukämie a.n.k.;C95.00;1
I130310;Akute Leukämie mit gemischtem Phänotyp;C95.00;1
I131668;"Akute Leukämie mit gemischtem Phänotyp mit t(9;22)(q34.1;q11.2)";C95.00;1
I132383;"Akute Leukämie mit gemischtem Phänotyp mit t(v;11q23.3)";C95.00;1
I117365;Akute undifferenzierte Leukämie;C95.00;1
I76134;Akute unreifzellige Leukämie;C95.00;1
I116188;Biphänotypische akute Leukämie;C95.00;1
I22284;Blastenleukämie;C95.00;1
I76115;Blastzellenleukämie;C95.00;1
I132748;Gemischte myeloisch-lymphatische Neoplasie mit assoziiertem JAK2-Rearrangement, akute Form;C95.00;1
I22285;Stammzellenleukämie;C95.00;1
I116189;Stammzellenleukämie mit unklarer Linienzuordnung;C95.00;1
I116190;Akute biliniäre Leukämie in kompletter Remission;C95.01;1
I116191;Akute gemischt-liniäre Leukämie in kompletter Remission;C95.01;1
I31139;Akute Leukämie in kompletter Remission;C95.01;1
I116192;Biphänotypische akute Leukämie in kompletter Remission;C95.01;1
I31140;Blastenleukämie in kompletter Remission;C95.01;1
I85716;Blastzellenleukämie in kompletter Remission;C95.01;1
I31141;Stammzellenleukämie in kompletter Remission;C95.01;1
I116193;Stammzellenleukämie mit unklarer Linienzuordnung in kompletter Remission;C95.01;1
I25523;Chronische Leukämie a.n.k.;C95.10;1
I132749;Gemischte myeloisch-lymphatische Neoplasie mit assoziiertem JAK2-Rearrangement, chronische Form;C95.10;1
I31142;Chronische Leukämie in kompletter Remission;C95.11;1
I30545;Aleukämie;C95.70;1
I76150;Aleukämische Leukämie a.n.k.;C95.70;1
I31144;Aleukämie in kompletter Remission;C95.71;1
I110569;Chemotherapieinduzierte Leukämie;C95.90;1
I66349;Leucaemia;C95.90;1
I31563;Leukämie;C95.90;1
I73949;Leukämische Infiltration;C95.90;1
I15892;Leukoblastose;C95.90;1
I15893;Leukose;C95.90;1
I116431;Sekundäre Leukämie durch Bestrahlung;C95.90;1
I25524;Subakute Leukämie a.n.k.;C95.90;1
I116432;Leukämische Perikarditis;C95.90;1
I90427;Arthritis bei Leukämie a.n.k.;C95.90;1
I89397;Arthropathie bei Leukämie a.n.k.;C95.90;1
I96949;Pyelonephritis bei Leukämie a.n.k.;C95.90;1
I89438;Tubulointerstitielle Nierenkrankheit bei Leukämie;C95.90;1
I93337;Tubulointerstitielle Störung bei Leukämie a.n.k.;C95.90;1
I31145;Leukämie in kompletter Remission;C95.91;1
I31146;Leukoblastose in kompletter Remission;C95.91;1
I31147;Leukose in kompletter Remission;C95.91;1
I31143;Subakute Leukämie in kompletter Remission;C95.91;1
I31564;Abt-Letterer-Siwe-Krankheit;C96.0;1
I31565;Abt-Letterer-Siwe-Syndrom;C96.0;1
I72899;Akute differenzierte progressive Histiozytose;C96.0;1
I92336;Akute Granulomatose der Langerhans-Zellen;C96.0;1
I94980;Akute Histiozytose X;C96.0;1
I13336;Akute Retikuloendotheliose;C96.0;1
I73461;Akute Retikuloendotheliose beim Säugling;C96.0;1
I73463;Akute Retikulose beim Säugling;C96.0;1
I118268;Akute und disseminierte Langerhans-Zell-Histiozytose;C96.0;1
I13331;Aleukämische Retikulose;C96.0;1
I13337;Infektiöse Retikuloendotheliose;C96.0;1
I13333;Infektiöse Retikulose;C96.0;1
I13332;Letterer-Retikuloendotheliose;C96.0;1
I13330;Letterer-Retikulose;C96.0;1
I75594;Letterer-Siwe-Krankheit;C96.0;1
I116194;Multifokale und multisystemische Langerhans-Zell-Histiozytose;C96.0;1
I116322;Multisystemische Histiozytose X;C96.0;1
I13329;Reticulosis maligna;C96.0;1
I73462;Retikuloendotheliose ohne Lipidspeicherung;C96.0;1
I85504;Retikuloendotheliose ohne Lipoidspeicherung;C96.0;1
I116195;Aggressive systemische Mastozytose;C96.2;1
I85059;Bösartige Mastozytose;C96.2;1
I133925;Bösartiger Mastzelltumor;C96.2;1
I85058;Bösartiges Mastozytom;C96.2;1
I127476;Extrakutanes Mastozytom;C96.2;1
I12176;Maligne Mastozytose;C96.2;1
I12174;Maligner Mastzellentumor;C96.2;1
I12175;Malignes Mastozytom;C96.2;1
I18161;Mastzellensarkom;C96.2;1
I131599;Histiozytose der indeterminierten Zellen;C96.4;1
I131600;Indeterminanter dendritischer Zelltumor;C96.4;1
I86627;Langerhans-Zell-Sarkom;C96.4;1
I116196;Sarkom der dendritischen Zellen;C96.4;1
I134157;Sarkom der dendritischen Zellen, nicht spezifiziert;C96.4;1
I116197;Sarkom der follikulären dendritischen Zellen;C96.4;1
I116198;Sarkom der interdigitierenden dendritischen Zellen;C96.4;1
I27829;Hand-Schüller-Christian-Krankheit;C96.5;1
I81788;Hand-Schüller-Christian-Syndrom;C96.5;1
I111728;Multifokale Histiocytosis X;C96.5;1
I111729;Multifokale und unisystemische Langerhans-Zell-Histiozytose;C96.5;1
I127477;Pulmonale Histiocytosis X;C96.5;1
I75689;Schüller-Christian-Krankheit;C96.5;1
I79506;Schüller-Christian-Syndrom;C96.5;1
I85011;Chronische Histiocytosis X;C96.6;1
I92427;Chronische Langerhans-Zell-Granulomatose;C96.6;1
I72871;Eosinophiles Granulom;C96.6;1
I92301;Eosinophiles Knochengranulom;C96.6;1
I92300;Eosinophiles Lungengranulom;C96.6;1
I85010;Histiocytosis X;C96.6;1
I72769;Langerhans-Zell-Granulomatose a.n.k.;C96.6;1
I27828;Langerhans-Zell-Histiozytose a.n.k.;C96.6;1
I27831;Lipoidhistiozytose;C96.6;1
I27830;Liporetikulose;C96.6;1
I111730;Unifokale Histiocytosis X;C96.6;1
I111731;Unifokale Langerhans-Zell-Histiozytose;C96.6;1
I23112;X-Histiozytose;C96.6;1
I16064;Bösartige Histiozytose;C96.8;1
I30546;Echtes histiozytäres Lymphom;C96.8;1
I73361;Histiozytische medulläre Retikulose;C96.8;1
I116199;Histiozytisches Sarkom;C96.8;1
I16065;Maligne Histiozytose;C96.8;1
I85506;Arthropathie bei bösartiger Histiozytose;C96.8;1
I90457;Arthropathie bei maligner Histiozytose;C96.8;1
I111630;Bösartige Erkrankung des Blutes und des Lymphsystems;C96.9;1
I110829;Bösartige Erkrankung des Lymphsystems;C96.9;1
I110830;Bösartige Neubildung des blutbildenden Gewebes;C96.9;1
I104113;Bösartige Neubildung des hämatopoetischen Gewebes a.n.k.;C96.9;1
I106587;Bösartige Neubildung des Knochenmarks a.n.k.;C96.9;1
I111634;Bösartige Neubildung des lymphatischen und blutbildenden Gewebes;C96.9;1
I111635;Bösartige Neubildung des lymphatischen und histiozytären Systems;C96.9;1
I135518;Erworbene hämophagozytische Lymphohistiozytose mit assoziiertem Malignom;C96.9;1
I31566;Hämoblastose;C96.9;1
I111197;Knochenmarkkarzinose;C96.9;1
I30547;Knochenmarkmalignom;C96.9;1
I92929;Retikulozelluläres noduläres Sarkom;C96.9;1
I130902;Neurolymphomatose;C96.9;1
I130903;Neurolymphomatose bei Non-Hodgkin-Lmphom;C96.9;1
I102747;Bukkales Carcinoma in situ;D00.0;1
I102370;Carcinoma in situ der Alveolarfortsatzschleimhaut;D00.0;1
I102371;Carcinoma in situ der Alveolarkammschleimhaut;D00.0;1
I102178;Carcinoma in situ der Alveolarschleimhaut;D00.0;1
I85507;Carcinoma in situ der aryepiglottischen Falte;D00.0;1
I105765;Carcinoma in situ der Außenseite der Lippe;D00.0;1
I105764;Carcinoma in situ der Außenseite der Oberlippe;D00.0;1
I105763;Carcinoma in situ der Außenseite der Unterlippe;D00.0;1
I102748;Carcinoma in situ der bukkalen Schleimhaut;D00.0;1
I102750;Carcinoma in situ der Choane;D00.0;1
I104725;Carcinoma in situ der Fauces;D00.0;1
I103149;Carcinoma in situ der Fossa piriformis;D00.0;1
I103151;Carcinoma in situ der Fossa tonsillaris;D00.0;1
I104726;Carcinoma in situ der Gaumenbogentonsillen;D00.0;1
I105105;Carcinoma in situ der Gaumenmandel a.n.k.;D00.0;1
I103911;Carcinoma in situ der Gingiva;D00.0;1
I103159;Carcinoma in situ der hinteren Oberfläche des weichen Gaumens;D00.0;1
I107153;Carcinoma in situ der hinteren Wand des Hypopharynx;D00.0;1
I106193;Carcinoma in situ der hinteren Wand des Nasenrachenraums;D00.0;1
I102442;Carcinoma in situ der hinteren Zunge;D00.0;1
I105544;Carcinoma in situ der Hinterwand des Oropharynx;D00.0;1
I85728;Carcinoma in situ der hypopharyngealen Seite der aryepiglottischen Falte;D00.0;1
I105547;Carcinoma in situ der hypopharyngealen Seite der Plica aryepiglottica;D00.0;1
I105766;Carcinoma in situ der Innenseite der Lippe;D00.0;1
I106741;Carcinoma in situ der Kiemenspalte;D00.0;1
I30553;Carcinoma in situ der Lippe;D00.0;1
I105761;Carcinoma in situ der Lippenkommissur;D00.0;1
I85060;Carcinoma in situ der Lippenrotgrenze;D00.0;1
I30551;Carcinoma in situ der Mundhöhle;D00.0;1
I105106;Carcinoma in situ der Mundschleimhaut a.n.k.;D00.0;1
I105110;Carcinoma in situ der Nebenspeicheldrüse a.n.k.;D00.0;1
I106194;Carcinoma in situ der oberen Wand des Nasenrachenraums;D00.0;1
I103144;Carcinoma in situ der Oberfläche der Epiglottis;D00.0;1
I103606;Carcinoma in situ der Oberkieferalveolarschleimhaut;D00.0;1
I103913;Carcinoma in situ der Oberkiefergingiva;D00.0;1
I105762;Carcinoma in situ der Oberlippe;D00.0;1
I105111;Carcinoma in situ der Ohrspeicheldrüse;D00.0;1
I105394;Carcinoma in situ der Parotis;D00.0;1
I105395;Carcinoma in situ der pharyngealen Fornix;D00.0;1
I105397;Carcinoma in situ der Pharynxtonsille;D00.0;1
I105398;Carcinoma in situ der Pharynxwand;D00.0;1
I105399;Carcinoma in situ der Plica aryepiglottica;D00.0;1
I105400;Carcinoma in situ der Plica glossoepiglottica;D00.0;1
I104945;Carcinoma in situ der Rachenmandel;D00.0;1
I85511;Carcinoma in situ der Randzone der aryepiglottischen Falte;D00.0;1
I105548;Carcinoma in situ der Randzone der Plica aryepiglottica;D00.0;1
I104946;Carcinoma in situ der Regio postcricoidea;D00.0;1
I104947;Carcinoma in situ der Retromolarregion;D00.0;1
I104948;Carcinoma in situ der Rosenmüller-Grube;D00.0;1
I105545;Carcinoma in situ der Seitenwand des Oropharynx;D00.0;1
I106195;Carcinoma in situ der seitlichen Wand des Nasenrachenraums;D00.0;1
I105109;Carcinoma in situ der Speicheldrüsen;D00.0;1
I104722;Carcinoma in situ der Tonsilla lingualis;D00.0;1
I104727;Carcinoma in situ der Tonsilla palatina;D00.0;1
I104723;Carcinoma in situ der Tonsilla pharyngea;D00.0;1
I104721;Carcinoma in situ der Tonsillen;D00.0;1
I105543;Carcinoma in situ der Übergangsregion des Oropharynx;D00.0;1
I102449;Carcinoma in situ der Übergangszone der Zunge;D00.0;1
I104782;Carcinoma in situ der Unterkieferalveolarschleimhaut;D00.0;1
I103910;Carcinoma in situ der Unterkiefergingiva;D00.0;1
I105112;Carcinoma in situ der Unterkieferspeicheldrüse;D00.0;1
I105759;Carcinoma in situ der Unterlippe;D00.0;1
I105113;Carcinoma in situ der Unterzungenspeicheldrüse;D00.0;1
I104783;Carcinoma in situ der Uvula;D00.0;1
I104784;Carcinoma in situ der Vallecula epiglottica;D00.0;1
I106196;Carcinoma in situ der vorderen Wand des Nasenrachenraums;D00.0;1
I102451;Carcinoma in situ der vorderen Zunge a.n.k.;D00.0;1
I103156;Carcinoma in situ der Vorderfläche der Epiglottis;D00.0;1
I106192;Carcinoma in situ der Wand des Nasenrachenraums;D00.0;1
I102434;Carcinoma in situ der Wangeninnenseite;D00.0;1
I102435;Carcinoma in situ der Wangenschleimhaut;D00.0;1
I102438;Carcinoma in situ der Zunge;D00.0;1
I102443;Carcinoma in situ der Zungenmandel;D00.0;1
I102444;Carcinoma in situ der Zungenmittellinie a.n.k.;D00.0;1
I102445;Carcinoma in situ der Zungenoberfläche;D00.0;1
I102448;Carcinoma in situ der Zungenspitze;D00.0;1
I102446;Carcinoma in situ der Zungenwurzel;D00.0;1
I102030;Carcinoma in situ des adenoiden Gewebes;D00.0;1
I102031;Carcinoma in situ des Arcus palatoglossus;D00.0;1
I102377;Carcinoma in situ des Arcus palatopharyngeus;D00.0;1
I102439;Carcinoma in situ des beweglichen Zungenteils a.n.k.;D00.0;1
I106190;Carcinoma in situ des Bodens des Nasenrachenraums;D00.0;1
I102749;Carcinoma in situ des bukkalen Sulkus;D00.0;1
I106191;Carcinoma in situ des Daches des Nasenrachenraums;D00.0;1
I103146;Carcinoma in situ des Ductus parotideus;D00.0;1
I103147;Carcinoma in situ des Ductus sublingualis;D00.0;1
I103145;Carcinoma in situ des Ductus submandibularis;D00.0;1
I103148;Carcinoma in situ des Fornix pharyngis;D00.0;1
I103143;Carcinoma in situ des freien Rands der Epiglottis;D00.0;1
I103152;Carcinoma in situ des Frenulum linguae;D00.0;1
I103154;Carcinoma in situ des Gaumenbogens;D00.0;1
I103153;Carcinoma in situ des Gaumens;D00.0;1
I103912;Carcinoma in situ des glossopharyngealen Sulkus;D00.0;1
I103155;Carcinoma in situ des harten Gaumens;D00.0;1
I105108;Carcinoma in situ des hinteren Randes des Nasenseptums;D00.0;1
I30550;Carcinoma in situ des Hypopharynx;D00.0;1
I106807;Carcinoma in situ des Krikopharynx;D00.0;1
I106997;Carcinoma in situ des labialen Sulkus;D00.0;1
I106902;Carcinoma in situ des Laryngopharynx;D00.0;1
I105760;Carcinoma in situ des Lippenstiftbereiches;D00.0;1
I106186;Carcinoma in situ des Mundbodens;D00.0;1
I106187;Carcinoma in situ des Mundhöhlendaches;D00.0;1
I106188;Carcinoma in situ des Mundwinkels;D00.0;1
I106189;Carcinoma in situ des Nasenrachenraums;D00.0;1
I103605;Carcinoma in situ des Nasopharynx;D00.0;1
I30548;Carcinoma in situ des Oropharynx;D00.0;1
I104728;Carcinoma in situ des Ostium pharyngeum der Tuba auditiva;D00.0;1
I105401;Carcinoma in situ des periodontalen Gewebes a.n.k.;D00.0;1
I105396;Carcinoma in situ des pharyngealen Recessus;D00.0;1
I30552;Carcinoma in situ des Pharynx;D00.0;1
I104944;Carcinoma in situ des Rachenrings a.n.k.;D00.0;1
I30549;Carcinoma in situ des Rachens;D00.0;1
I104943;Carcinoma in situ des Recessus pharyngeus;D00.0;1
I104949;Carcinoma in situ des Sinus piriformis;D00.0;1
I105114;Carcinoma in situ des Stensen-Ganges;D00.0;1
I103157;Carcinoma in situ des Überganges zwischen hartem und weichem Gaumen;D00.0;1
I102450;Carcinoma in situ des unbeweglichen Teils der Zunge;D00.0;1
I104785;Carcinoma in situ des Vestibulum oris;D00.0;1
I102433;Carcinoma in situ des Waldeyer-Rachenrings;D00.0;1
I103158;Carcinoma in situ des weichen Gaumens;D00.0;1
I102436;Carcinoma in situ des Wharton-Ganges;D00.0;1
I102440;Carcinoma in situ des Zungenfrenulums;D00.0;1
I102441;Carcinoma in situ des Zungengrundes;D00.0;1
I102447;Carcinoma in situ des Zungenrandes;D00.0;1
I102179;Carcinoma in situ einer Zahnalveole;D00.0;1
I102437;Carcinoma in situ eines Zahnfachs a.n.k.;D00.0;1
I105922;Linguales Carcinoma in situ a.n.k.;D00.0;1
I105546;Parodontales Carcinoma in situ a.n.k.;D00.0;1
I105228;Retropharyngeales Carcinoma in situ;D00.0;1
I104724;Sublinguales Carcinoma in situ;D00.0;1
I105550;Carcinoma in situ der Pars abdominalis des Ösophagus;D00.1;1
I105549;Carcinoma in situ der Pars cervicalis des Ösophagus;D00.1;1
I105551;Carcinoma in situ der Pars thoracica des Ösophagus;D00.1;1
I30554;Carcinoma in situ des Ösophagus;D00.1;1
I132434;Hochgradige Dysplasie bei Barrett-Ösophagus;D00.1;1
I106259;Carcinoma in situ der großen Kurvatur des Magens a.n.k.;D00.2;1
I106262;Carcinoma in situ der hinteren Magenwand a.n.k.;D00.2;1
I106264;Carcinoma in situ der Kardia des Magens;D00.2;1
I106260;Carcinoma in situ der kleinen Kurvatur des Magens a.n.k.;D00.2;1
I106199;Carcinoma in situ der Magenwand a.n.k.;D00.2;1
I106261;Carcinoma in situ der vorderen Magenwand a.n.k.;D00.2;1
I102374;Carcinoma in situ des Antrum pyloricum;D00.2;1
I105115;Carcinoma in situ des Canalis pyloricus;D00.2;1
I102751;Carcinoma in situ des Corpus ventriculi;D00.2;1
I103227;Carcinoma in situ des gastroösophagealen Überganges;D00.2;1
I104786;Carcinoma in situ des kardioösophagealen Überganges;D00.2;1
I106198;Carcinoma in situ des Magenantrums;D00.2;1
I106197;Carcinoma in situ des Mageneingangs;D00.2;1
I103160;Carcinoma in situ des Magenfundus;D00.2;1
I106263;Carcinoma in situ des Magenkorpus;D00.2;1
I17992;Carcinoma in situ des Magens;D00.2;1
I105402;Carcinoma in situ des Ostium cardiacum;D00.2;1
I104950;Carcinoma in situ des Präpylorus;D00.2;1
I105116;Carcinoma in situ des Pylorus;D00.2;1
I102182;Carcinoma in situ der Appendix;D01.0;1
I102755;Carcinoma in situ der Flexura coli dextra;D01.0;1
I102756;Carcinoma in situ der Flexura coli hepatica;D01.0;1
I102757;Carcinoma in situ der Flexura coli lienalis;D01.0;1
I102758;Carcinoma in situ der Flexura coli sigmoidei;D01.0;1
I102759;Carcinoma in situ der Flexura coli sinistra;D01.0;1
I106742;Carcinoma in situ der hepatischen Kolonflexur;D01.0;1
I102752;Carcinoma in situ des Colon ascendens;D01.0;1
I102753;Carcinoma in situ des Colon descendens;D01.0;1
I102761;Carcinoma in situ des Colon pelvinum;D01.0;1
I102763;Carcinoma in situ des Colon sigmoideum;D01.0;1
I102764;Carcinoma in situ des Colon transversum;D01.0;1
I23485;Carcinoma in situ des Dickdarmes;D01.0;1
I102754;Carcinoma in situ des distalen Kolons;D01.0;1
I104787;Carcinoma in situ des ileozäkalen Überganges;D01.0;1
I102705;Carcinoma in situ des Ileozäkums;D01.0;1
I30555;Carcinoma in situ des Kolons;D01.0;1
I102760;Carcinoma in situ des linken Kolons;D01.0;1
I102762;Carcinoma in situ des rechten Kolons;D01.0;1
I105229;Carcinoma in situ des Sigmas;D01.0;1
I102452;Carcinoma in situ des Zäkums;D01.0;1
I103003;Carcinoma in situ des Kolons und des Rektums;D01.1;1
I105552;Carcinoma in situ des pelvikorektalen Überganges;D01.1;1
I104788;Carcinoma in situ des pelvirektalen Überganges;D01.1;1
I30556;Carcinoma in situ des rektosigmoidalen Überganges;D01.1;1
I105117;Carcinoma in situ des Rektosigmoids;D01.1;1
I21905;Carcinoma in situ des Rektums;D01.2;1
I103456;Carcinoma in situ der Hämorrhoidalzone;D01.3;1
I106743;Carcinoma in situ der Kloake;D01.3;1
I106200;Carcinoma in situ der Morgagni-Krypten;D01.3;1
I13342;Carcinoma in situ des Analkanals;D01.3;1
I102181;Carcinoma in situ des Analsphinkters;D01.3;1
I17160;Carcinoma in situ des Anus;D01.3;1
I104951;Carcinoma in situ des Sphincter ani;D01.3;1
I102372;Carcinoma in situ des anorektalen Überganges;D01.4;1
I102373;Carcinoma in situ des Anorektums;D01.4;1
I102706;Carcinoma in situ des Darmes;D01.4;1
I102937;Carcinoma in situ des Darmtraktes a.n.k.;D01.4;1
I102707;Carcinoma in situ des Dünndarmes;D01.4;1
I104789;Carcinoma in situ des duodenojejunalen Überganges;D01.4;1
I102708;Carcinoma in situ des Duodenums;D01.4;1
I102710;Carcinoma in situ des Ileums;D01.4;1
I102711;Carcinoma in situ des Jejunums;D01.4;1
I106265;Carcinoma in situ eines Meckel-Divertikels;D01.4;1
I30557;Intestinales Carcinoma in situ;D01.4;1
I85513;Carcinoma in situ der Ampulla hepatopancreatica;D01.5;1
I85512;Carcinoma in situ der Ampulla Vateri;D01.5;1
I103163;Carcinoma in situ der Ductuli biliferi;D01.5;1
I103161;Carcinoma in situ der Ductuli intrahepaticae;D01.5;1
I103167;Carcinoma in situ der Gallenblase;D01.5;1
I103166;Carcinoma in situ der Gallenwege;D01.5;1
I106744;Carcinoma in situ der hepatischen Gallengänge;D01.5;1
I104116;Carcinoma in situ der interlobulären Gallenwege;D01.5;1
I104149;Carcinoma in situ der intrahepatischen Gallengänge;D01.5;1
I104147;Carcinoma in situ der intrahepatischen Gallenwege;D01.5;1
I104768;Carcinoma in situ der intrahepatischen und extrahepatischen Gallengänge;D01.5;1
I104150;Carcinoma in situ der intralobulären Gallengänge;D01.5;1
I104148;Carcinoma in situ der intralobulären Gallenwege;D01.5;1
I30558;Carcinoma in situ der Leber;D01.5;1
I103162;Carcinoma in situ des Ductus choledochus;D01.5;1
I103165;Carcinoma in situ des Ductus cysticus;D01.5;1
I103164;Carcinoma in situ des Ductus hepaticus;D01.5;1
I103168;Carcinoma in situ des Gallenblasenganges;D01.5;1
I103169;Carcinoma in situ des Gallenganges;D01.5;1
I30559;Carcinoma in situ des Gallensystems;D01.5;1
I104952;Carcinoma in situ des Sphincter Oddi;D01.5;1
I106745;Hepatisches Carcinoma in situ;D01.5;1
I105404;Carcinoma in situ der Inselzellen des Pankreas;D01.7;1
I106746;Carcinoma in situ der Langerhans-Inseln;D01.7;1
I103171;Carcinoma in situ des Ductus pancreaticus accessorius;D01.7;1
I20779;Carcinoma in situ des Pankreas;D01.7;1
I105403;Carcinoma in situ des Pankreasganges;D01.7;1
I105406;Carcinoma in situ des Pankreashalses;D01.7;1
I105407;Carcinoma in situ des Pankreaskopfes;D01.7;1
I105408;Carcinoma in situ des Pankreaskörpers;D01.7;1
I105405;Carcinoma in situ des Pankreasschwanzes;D01.7;1
I104953;Carcinoma in situ des Santorini-Ganges;D01.7;1
I102453;Carcinoma in situ des Wirsung-Ganges;D01.7;1
I104791;Carcinoma in situ der Verdauungsorgane a.n.k.;D01.9;1
I104792;Carcinoma in situ der Verdauungswege a.n.k.;D01.9;1
I104790;Carcinoma in situ des Verdauungssystems a.n.k.;D01.9;1
I103471;Gastrointestinales Carcinoma in situ a.n.k.;D01.9;1
I102454;Carcinoma in situ der Cartilago arytaenoidea;D02.0;1
