Alpha-ID;Label;ICD-10-Code;Tumordiagnose
I20687;Krebs des Ostium ureteris;C67.6;1
I133634;Nicht-papilläres Transitionalzellkarzinom des Ostium ureteris;C67.6;1
I22501;Bösartige Neubildung des Urachus;C67.7;1
I134048;Kleinzelliges Urachuskarzinom;C67.7;1
I133635;Nicht-papilläres Transitionalzellkarzinom des Urachus;C67.7;1
I22503;Urachuskarzinom;C67.7;1
I22502;Urachuskrebs;C67.7;1
I133924;Bösartige Neubildung des Harnblase, mehrere Teilbereiche überlappend;C67.8;1
I104386;Bösartige Neubildung des Harnblasensphinkters;C67.8;1
I134766;Embryonales Rhabdomyosarkom der Harnblase, mehrere Teilbereiche überlappend;C67.8;1
I134049;Kleinzelliges Harnblasenkarzinom, mehrere Teilbereiche überlappend;C67.8;1
I13890;Blasenkarzinom (Harnblase);C67.9;1
I13898;Blasenkrebs;C67.9;1
I110214;Blasenwandkarzinom;C67.9;1
I13891;Bösartige Blasenneubildung;C67.9;1
I13895;Bösartige Neubildung der Harnblase;C67.9;1
I103445;Bösartige Neubildung der Harnblasenöffnung;C67.9;1
I103446;Bösartige Neubildung der Harnblasenwand;C67.9;1
I134765;Embryonales Rhabdomyosarkom der Harnblase;C67.9;1
I13892;Harnblasenkarzinom;C67.9;1
I13893;Harnblasenkrebs;C67.9;1
I13899;Harnblasenmalignom;C67.9;1
I110775;Harnblasensarkom;C67.9;1
I127451;Kleinzelliges Harnblasenkarzinom;C67.9;1
I13894;Maligner Harnblasentumor;C67.9;1
I14333;Metastasierendes Blasenkarzinom (Harnblase);C67.9;1
I130486;Nicht-papilläres Transitionalzellkarzinom der Harnblase;C67.9;1
I133138;Rhabdomyosarkom der Harnblase;C67.9;1
I116423;Teerkrebs der Harnblase;C67.9;1
I14331;Transitionalzellkarzinom der Blase;C67.9;1
I13896;Transitionalzellkarzinom der Harnblase;C67.9;1
I14332;Übergangszellkarzinom der Blase;C67.9;1
I14334;Übergangszellkarzinom der Harnblase;C67.9;1
I102605;Bösartige Neubildung der Bulbourethraldrüsen;C68.0;1
I22890;Bösartige Neubildung der Cervix urethrae;C68.0;1
I102606;Bösartige Neubildung der Cowper-Drüsen;C68.0;1
I22763;Bösartige Neubildung der Harnröhre;C68.0;1
I22762;Bösartige Neubildung der Urethra;C68.0;1
I104523;Bösartige Neubildung des Utriculus prostaticus;C68.0;1
I22753;Harnröhrenkarzinom;C68.0;1
I22759;Harnröhrenkrebs;C68.0;1
I22754;Urethrakarzinom;C68.0;1
I22760;Urethrakrebs;C68.0;1
I22761;Urethramalignom;C68.0;1
I23597;Bösartige Neubildung der paraurethralen Drüse;C68.1;1
I104922;Bösartige Neubildung der Skene-Drüse;C68.1;1
I23596;Karzinom der paraurethralen Drüse;C68.1;1
I23595;Krebs der paraurethralen Drüse;C68.1;1
I15482;Bösartige Neubildung der Harnorgane;C68.9;1
I103907;Bösartige Neubildung der Harnwege a.n.k.;C68.9;1
I103905;Bösartige Neubildung der männlichen Harnorgane;C68.9;1
I103904;Bösartige Neubildung der weiblichen Harnorgane;C68.9;1
I85033;Bösartige Neubildung des Harnsystems;C68.9;1
I110559;Bösartige Neubildung des Harntraktes;C68.9;1
I15484;Karzinom der Harnorgane;C68.9;1
I15483;Krebs der Harnorgane;C68.9;1
I120197;Transitionalzellkarzinom;C68.9;1
I22909;Urothelkarzinom;C68.9;1
I135143;Urothelkarzinom bei Lynch-Syndrom;C68.9;1
I131554;Urothelkarzinom des oberen Harntraktes;C68.9;1
I30267;Bindehautkarzinom;C69.0;1
I30264;Bindehautkrebs;C69.0;1
I30272;Bösartige Neubildung der Bindehaut;C69.0;1
I30263;Bösartige Neubildung der Konjunktiva;C69.0;1
I30268;Bösartiger Bindehauttumor;C69.0;1
I30269;Konjunktivakarzinom;C69.0;1
I30265;Konjunktivakrebs;C69.0;1
I30266;Maligner Karunkeltumor am Auge;C69.0;1
I30271;Maligner Tumor der Konjunktiva;C69.0;1
I16566;Malignes Bindehautmelanom;C69.0;1
I16565;Malignes Melanom der Konjunktiva;C69.0;1
I30270;Plattenepithelkarzinom der Bindehaut;C69.0;1
I108034;Plattenepithelkarzinom der Konjunktiva;C69.0;1
I30273;Bösartige Neubildung der Kornea;C69.1;1
I105756;Bösartige Neubildung des Limbus corneae;C69.1;1
I30274;Korneakarzinom;C69.1;1
I30277;Korneakrebs;C69.1;1
I30275;Maligner Hornhauttumor;C69.1;1
I30278;Bösartige Neubildung der Retina;C69.2;1
I73214;Differenziertes Retinoblastom;C69.2;1
I20490;Glioma retinae;C69.2;1
I130109;Hereditäres Retinoblastom;C69.2;1
I30282;Maligner Netzhauttumor;C69.2;1
I30283;Maligner Retinatumor;C69.2;1
I96393;Malignes Melanom der Retina;C69.2;1
I134930;Medulloepitheliom der Retina;C69.2;1
I30281;Netzhautastrozytom;C69.2;1
I130110;Nicht-hereditäres Retinoblastom;C69.2;1
I108184;Retinaastrozytom;C69.2;1
I30280;Retinakarzinom;C69.2;1
I30279;Retinakrebs;C69.2;1
I20492;Retinoblastom;C69.2;1
I73466;Retinoblastom mit echten Rosetten;C69.2;1
I73467;Retinoblastom ohne Rosetten;C69.2;1
I20489;Retinogliom;C69.2;1
I20491;Retinom;C69.2;1
I73215;Undifferenziertes Retinoblastom;C69.2;1
I109995;Aderhautmelanom;C69.3;1
I30284;Bösartige Neubildung der Chorioidea;C69.3;1
I30290;Chorioideakarzinom;C69.3;1
I30288;Chorioideakrebs;C69.3;1
I110776;Chorioideamelanom;C69.3;1
I30289;Maligner Aderhauttumor;C69.3;1
I30287;Maligner Chorioideatumor;C69.3;1
I30286;Malignes Aderhautmelanom;C69.3;1
I30285;Malignes Chorioideamelanom;C69.3;1
I106719;Bösartige Neubildung der Iris;C69.4;1
I105757;Bösartige Neubildung der Linse;C69.4;1
I104979;Bösartige Neubildung der Sklera;C69.4;1
I30301;Bösartige Neubildung des Corpus ciliare;C69.4;1
I104524;Bösartige Neubildung des Uvealtrakts;C69.4;1
I102091;Bösartige Neubildung des Ziliarkörpers;C69.4;1
I30298;Karzinom des Corpus ciliare;C69.4;1
I30292;Krebs des Corpus ciliare;C69.4;1
I30300;Maligner Iristumor;C69.4;1
I30276;Maligner Skleratumor;C69.4;1
I30297;Maligner Ziliarkörpertumor;C69.4;1
I30296;Malignes Melanom der Iris;C69.4;1
I118747;Malignes spindelzelliges Melanom des Ziliarkörpers vom Typ A;C69.4;1
I118748;Malignes spindelzelliges Melanom des Ziliarkörpers vom Typ B;C69.4;1
I30294;Malignes Ziliarkörpermelanom;C69.4;1
I30295;Malignes Ziliarkörperringmelanom;C69.4;1
I134933;Medulloepitheliom der Iris;C69.4;1
I134931;Medulloepitheliom des Ziliarkörpers;C69.4;1
I21453;Uveaepitheliom;C69.4;1
I30303;Bösartige Neubildung der Glandula lacrimalis;C69.5;1
I30304;Bösartige Neubildung der Tränendrüse;C69.5;1
I111629;Bösartige Neubildung der Tränendrüse und der Tränenwege;C69.5;1
I110784;Bösartige Neubildung der Tränenwege;C69.5;1
I85476;Bösartige Neubildung des Ductus nasolacrimalis;C69.5;1
I30307;Bösartige Neubildung des Tränenkanals;C69.5;1
I104526;Bösartige Neubildung des Tränennasenganges;C69.5;1
I104525;Bösartige Neubildung des Tränenpunktes;C69.5;1
I85482;Bösartige Neubildung des Tränensacks;C69.5;1
I30309;Bösartiger Tränendrüsentumor;C69.5;1
I30310;Karzinom der Glandula lacrimalis;C69.5;1
I30305;Krebs der Glandula lacrimalis;C69.5;1
I30314;Maligner Tränendrüsentumor;C69.5;1
I30302;Maligner Tränenwegtumor;C69.5;1
I96397;Malignes Melanom der Tränendrüse;C69.5;1
I30313;Tränendrüsenkarzinom;C69.5;1
I30306;Tränendrüsenkrebs;C69.5;1
I30311;Tränenkanalkarzinom;C69.5;1
I30308;Tränenkanalkrebs;C69.5;1
I30319;Augenhöhlenkarzinom;C69.6;1
I30317;Augenhöhlenkrebs;C69.6;1
I30315;Bösartige Neubildung der Augenhöhle;C69.6;1
I105363;Bösartige Neubildung der autonomen Nerven der Orbita;C69.6;1
I106236;Bösartige Neubildung der extraokulären Augenmuskeln;C69.6;1
I30323;Bösartige Neubildung der Orbita;C69.6;1
I105365;Bösartige Neubildung der Orbitaweichteile;C69.6;1
I105364;Bösartige Neubildung der peripheren Nerven der Orbita;C69.6;1
I85487;Bösartige Neubildung des Bindegewebes der Orbita;C69.6;1
I85484;Bösartige Neubildung des retrobulbären Gewebes;C69.6;1
I85483;Bösartige Neubildung des retrookulären Gewebes;C69.6;1
I85689;Bösartige Neubildung eines extraokulären Muskels in der Orbita;C69.6;1
I85701;Bösartige Neubildung peripherer Nerven der Orbita;C69.6;1
I134768;Embryonales Rhabdomyosarkom der Orbita;C69.6;1
I107133;Intraorbitale bösartige Neubildung;C69.6;1
I30322;Maligner Orbitatumor;C69.6;1
I19778;Malignes Orbitamelanom;C69.6;1
I96447;Malignes retrobulbäres Melanom;C69.6;1
I134936;Medulloepitheliom der Orbita;C69.6;1
I30318;Orbitakarzinom;C69.6;1
I30316;Orbitakrebs;C69.6;1
I30321;Orbitasarkom;C69.6;1
I30320;Rhabdomyosarkom der Orbita;C69.6;1
I30299;Augapfelkarzinom;C69.9;1
I30293;Augapfelkrebs;C69.9;1
I30327;Augenkarzinom;C69.9;1
I30324;Augenkrebs;C69.9;1
I30291;Bösartige Neubildung des Augapfels;C69.9;1
I30328;Bösartige Neubildung des Auges;C69.9;1
I106718;Intraokuläre bösartige Neubildung;C69.9;1
I129030;Intraokuläres Medulloepitheliom;C69.9;1
I30329;Maligner Augentumor;C69.9;1
I30326;Malignes Gliom des Auges;C69.9;1
I30325;Malignes Melanom des Auges;C69.9;1
I104923;Retrobulbäre bösartige Neubildung;C69.9;1
I102093;Bösartige Neubildung der Arachnoidea cerebralis;C70.0;1
I103073;Bösartige Neubildung der Dura mater cranialis;C70.0;1
I103074;Bösartige Neubildung der Dura mater encephali;C70.0;1
I103339;Bösartige Neubildung der Falx cerebelli;C70.0;1
I103340;Bösartige Neubildung der Falx cerebri;C70.0;1
I106318;Bösartige Neubildung der Gehirnmeningen;C70.0;1
I30333;Bösartige Neubildung der Hirnhaut;C70.0;1
I106172;Bösartige Neubildung der intrakraniellen Meningen;C70.0;1
I105389;Bösartige Neubildung der kranialen Pia mater;C70.0;1
I106173;Bösartige Neubildung der kraniellen Meningen;C70.0;1
I106174;Bösartige Neubildung der zerebralen Meningen;C70.0;1
I105390;Bösartige Neubildung der zerebralen Pia mater;C70.0;1
I104527;Bösartige Neubildung des Tentorium cerebelli;C70.0;1
I102270;Bösartige Neubildung zerebraler Meningen;C70.0;1
I30334;Hirnhautkrebs;C70.0;1
I30335;Karzinom der Hirnhaut;C70.0;1
I135078;Primäres Melanom der zerebralen Meningen;C70.0;1
I102092;Bösartige Neubildung der Arachnoidea spinalis;C70.1;1
I102094;Bösartige Neubildung der Dura mater der Wirbelsäule;C70.1;1
I103075;Bösartige Neubildung der Dura mater spinalis;C70.1;1
I102160;Bösartige Neubildung der Pia mater der Wirbelsäule;C70.1;1
I30336;Bösartige Neubildung der Rückenmarkhäute;C70.1;1
I106319;Bösartige Neubildung der Rückenmarkmeningen;C70.1;1
I106175;Bösartige Neubildung der spinalen Meningen;C70.1;1
I105391;Bösartige Neubildung der spinalen Pia mater;C70.1;1
I102193;Bösartige Neubildung der Wirbelsäulenmeningen;C70.1;1
I30338;Karzinom der Rückenmarkhäute;C70.1;1
I30337;Krebs der Rückenmarkhäute;C70.1;1
I135079;Primäres Melanom der spinalen Meningen;C70.1;1
I102095;Bösartige Neubildung der Arachnoidea;C70.9;1
I103076;Bösartige Neubildung der Dura mater;C70.9;1
I30330;Bösartige Neubildung der Meningen;C70.9;1
I105392;Bösartige Neubildung der Pia mater;C70.9;1
I76450;Bösartiges Meningeom;C70.9;1
I30332;Karzinom der Meningen;C70.9;1
I30331;Krebs der Meningen;C70.9;1
I80331;Leptomeningealsarkom;C70.9;1
I129015;Malignes Melanom der Meningen;C70.9;1
I10585;Meningensarkom;C70.9;1
I80414;Meningensarkomatose;C70.9;1
I76451;Meningeoma malignum;C70.9;1
I80415;Meningothelialsarkom;C70.9;1
I104528;Subdurale bösartige Neubildung;C70.9;1
I132871;Anaplastisches Astrozytom des Großhirns;C71.0;1
I132659;Anaplastisches Gangliogliom des Zerebrums;C71.0;1
I134943;Anaplastisches Oligoastrozytom des Großhirns;C71.0;1
I132660;Anaplastisches Oligodendrogliom des Zerebrums;C71.0;1
I134967;Astroblastom des Großhirns;C71.0;1
I132870;Astrozytom des Großhirns;C71.0;1
I110341;Astrozytom des Thalamus;C71.0;1
I110340;Balkengliom;C71.0;1
I102096;Bösartige Neubildung der Basalganglien;C71.0;1
I102607;Bösartige Neubildung der Capsula interna;C71.0;1
I103448;Bösartige Neubildung der Großhirnhemisphäre;C71.0;1
I104980;Bösartige Neubildung der Großhirnrinde;C71.0;1
I107134;Bösartige Neubildung der inneren Kapsel;C71.0;1
I106720;Bösartige Neubildung der Insula;C71.0;1
I104924;Bösartige Neubildung der Reil-Insel;C71.0;1
I102161;Bösartige Neubildung der zentralen weißen Hirnsubstanz;C71.0;1
I102162;Bösartige Neubildung der zerebralen weißen Hirnsubstanz;C71.0;1
I102608;Bösartige Neubildung des Corpus striatum;C71.0;1
I103447;Bösartige Neubildung des Globus pallidus;C71.0;1
I30339;Bösartige Neubildung des Großhirns;C71.0;1
I107063;Bösartige Neubildung des Hypothalamus;C71.0;1
I105371;Bösartige Neubildung des Operculum;C71.0;1
I105372;Bösartige Neubildung des Palliums;C71.0;1
I104925;Bösartige Neubildung des Putamens;C71.0;1
I104926;Bösartige Neubildung des Rhinenzephalons;C71.0;1
I104529;Bösartige Neubildung des Thalamus;C71.0;1
I102271;Bösartige Neubildung des Zerebrums;C71.0;1
I103077;Bösartige Neubildung eines basalen Ganglions;C71.0;1
I85477;Bösartige supratentorielle Neubildung;C71.0;1
I30368;Bösartiger Stammganglientumor;C71.0;1
I132872;Diffuses Astrozytom des Großhirns;C71.0;1
I134977;Ependymoblastom des Großhirns;C71.0;1
I134921;Germinom der Basalganglien;C71.0;1
I134917;Germinom des Thalamus;C71.0;1
I132869;Glioblastom des Großhirns;C71.0;1
I31547;Gliomatosis cerebri;C71.0;1
I134992;Gliosarkom des Großhirns;C71.0;1
I30341;Großhirnkarzinom;C71.0;1
I30340;Großhirnkrebs;C71.0;1
I134307;Malignes Teratom des Cerebrums;C71.0;1
I135025;Medulloepitheliom des Großhirns;C71.0;1
I135000;Oligoastrozytischer Tumor des Großhirns;C71.0;1
I135008;Oligoastrozytom des Großhirns;C71.0;1
I111672;Oligodendrogliom des Großhirns;C71.0;1
I132661;Oligodendrogliom des Zerebrums;C71.0;1
I132922;Pilomyxoides Astrozytom des Großhirns;C71.0;1
I132932;Pilomyxoides Astrozytom des Hypothalamus;C71.0;1
I132657;Pilozytisches Astrozytom des Großhirns;C71.0;1
I132658;Pleomorphes Xanthoastrozytom des Großhirns;C71.0;1
I132662;Primitiver neuroektodermaler Tumor des Zerebrums;C71.0;1
I135016;Protoplasmatisches Astrozytom des Großhirns;C71.0;1
I135024;Riesenzellglioblastom des Großhirns;C71.0;1
I30342;Thalamusmalignom;C71.0;1
I132874;Anaplastisches Astrozytom des Frontallappens;C71.1;1
I132665;Anaplastisches Gangliogliom des Lobus frontalis;C71.1;1
I134944;Anaplastisches Oligoastrozytom des Lobus frontalis;C71.1;1
I132666;Anaplastisches Oligodendrogliom des Lobus frontalis;C71.1;1
I134968;Astroblastom des Lobus frontalis;C71.1;1
I110003;Astrozytom des Frontalhirns;C71.1;1
I103246;Bösartige Neubildung des Frontalhirns a.n.k.;C71.1;1
I110834;Bösartige Neubildung des Frontallappens;C71.1;1
I30343;Bösartige Neubildung des Lobus frontalis;C71.1;1
I104530;Bösartige Neubildung des Polus frontalis cerebri;C71.1;1
I104981;Bösartige Neubildung des Stirnlappens des Gehirns;C71.1;1
I135041;Chorionkarzinom des Lobus frontalis;C71.1;1
I132875;Diffuses Astrozytom des Lobus frontalis;C71.1;1
I134979;Ependymoblastom des Lobus frontalis;C71.1;1
I132873;Glioblastom des Frontallappens;C71.1;1
I134993;Gliosarkom des Lobus frontalis;C71.1;1
I30345;Karzinom des Lobus frontalis;C71.1;1
I30344;Krebs des Lobus frontalis;C71.1;1
I134987;Malignes Gliom des Lobus frontalis;C71.1;1
I134308;Malignes Teratom des Lobus frontalis;C71.1;1
I135027;Medulloepitheliom des Lobus frontalis;C71.1;1
I135001;Oligoastrozytischer Tumor des Lobus frontalis;C71.1;1
I135009;Oligoastrozytom des Lobus frontalis;C71.1;1
I132667;Oligodendrogliom des Lobus frontalis;C71.1;1
I132923;Pilomyxoides Astrozytom des Lobus frontalis;C71.1;1
I132663;Pilozytisches Astrozytom des Lobus frontalis;C71.1;1
I132664;Pleomorphes Xanthoastrozytom des Lobus frontalis;C71.1;1
I132668;Primitiver neuroektodermaler Tumor des Lobus frontalis;C71.1;1
I135017;Protoplasmatisches Astrozytom des Lobus frontalis;C71.1;1
I135026;Riesenzellglioblastom des Lobus frontalis;C71.1;1
I132893;Anaplastisches Astrozytom des Lobus temporalis;C71.2;1
I132671;Anaplastisches Gangliogliom des Lobus temporalis;C71.2;1
I134945;Anaplastisches Oligoastrozytom des Lobus temporalis;C71.2;1
I132672;Anaplastisches Oligodendrogliom des Lobus temporalis;C71.2;1
I134969;Astroblastom des Lobus temporalis;C71.2;1
I110005;Astrozytom des Schläfenlappens;C71.2;1
I107066;Bösartige Neubildung des Hippocampus;C71.2;1
I30346;Bösartige Neubildung des Lobus temporalis;C71.2;1
I112084;Bösartige Neubildung des Temporallappens des Gehirns;C71.2;1
I104531;Bösartige Neubildung des Uncus;C71.2;1
I135040;Chorionkarzinom des Lobus temporalis;C71.2;1
I132894;Diffuses Astrozytom des Lobus temporalis;C71.2;1
I134980;Ependymoblastom des Lobus temporalis;C71.2;1
I130610;Glioblastom des Lobus temporalis;C71.2;1
I134994;Gliosarkom des Lobus temporalis;C71.2;1
I30350;Karzinom des Lobus temporalis;C71.2;1
I30347;Krebs des Lobus temporalis;C71.2;1
I134988;Malignes Gliom des Lobus temporalis;C71.2;1
I134309;Malignes Teratom des Lobus temporalis;C71.2;1
I135029;Medulloepitheliom des Lobus temporalis;C71.2;1
I135002;Oligoastrozytischer Tumor des Lobus temporalis;C71.2;1
I135010;Oligoastrozytom des Lobus temporalis;C71.2;1
I132673;Oligodendrogliom des Lobus temporalis;C71.2;1
I132924;Pilomyxoides Astrozytom des Lobus temporalis;C71.2;1
I132669;Pilozytisches Astrozytom des Lobus temporalis;C71.2;1
I132670;Pleomorphes Xanthoastrozytom des Lobus temporalis;C71.2;1
I132674;Primitiver neuroektodermaler Tumor des Lobus temporalis;C71.2;1
I135018;Protoplasmatisches Astrozytom des Lobus temporalis;C71.2;1
I135028;Riesenzellglioblastom des Lobus temporalis;C71.2;1
I30348;Temporales Astrozytom 2. Grades;C71.2;1
I30349;Temporallappenastrozytom;C71.2;1
I132877;Anaplastisches Astrozytom des Lobus parietalis;C71.3;1
I132677;Anaplastisches Gangliogliom des Lobus parietalis;C71.3;1
I134957;Anaplastisches Oligoastrozytom des Lobus parietalis;C71.3;1
I132678;Anaplastisches Oligodendrogliom des Lobus parietalis;C71.3;1
I134970;Astroblastom des Lobus parietalis;C71.3;1
I109996;Astrozytom des Parietallappens;C71.3;1
I110004;Astrozytom des Scheitellappens;C71.3;1
I30351;Bösartige Neubildung des Lobus parietalis;C71.3;1
I112085;Bösartige Neubildung des Parietallappens;C71.3;1
I103224;Bösartige Neubildung des Parietallappens des Gehirns a.n.k.;C71.3;1
I104982;Bösartige Neubildung des Scheitellappens des Gehirns;C71.3;1
I135042;Chorionkarzinom des Lobus parietalis;C71.3;1
I132878;Diffuses Astrozytom des Lobus parietalis;C71.3;1
I134982;Ependymoblastom des Lobus parietalis;C71.3;1
I132876;Glioblastom des Parietallappens;C71.3;1
I134995;Gliosarkom des Lobus parietalis;C71.3;1
I30353;Karzinom des Lobus parietalis;C71.3;1
I30352;Krebs des Lobus parietalis;C71.3;1
I134989;Malignes Gliom des Lobus parietalis;C71.3;1
I134310;Malignes Teratom des Lobus parietalis;C71.3;1
I135031;Medulloepitheliom des Lobus parietalis;C71.3;1
I135003;Oligoastrozytischer Tumor des Lobus parietalis;C71.3;1
I135011;Oligoastrozytom des Lobus parietalis;C71.3;1
I132679;Oligodendrogliom des Lobus parietalis;C71.3;1
I110098;Parietales Astrozytom;C71.3;1
I132925;Pilomyxoides Astrozytom des Lobus parietalis;C71.3;1
I132675;Pilozytisches Astrozytom des Lobus parietalis;C71.3;1
I132676;Pleomorphes Xanthoastrozytom des Lobus parietalis;C71.3;1
I132680;Primitiver neuroektodermaler Tumor des Lobus parietalis;C71.3;1
I135019;Protoplasmatisches Astrozytom des Lobus parietalis;C71.3;1
I135030;Riesenzellglioblastom des Lobus parietalis;C71.3;1
I132881;Anaplastisches Astrozytom des Lobus occipitalis;C71.4;1
I132683;Anaplastisches Gangliogliom des Lobus occipitalis;C71.4;1
I134958;Anaplastisches Oligoastrozytom des Lobus occipitalis;C71.4;1
I132684;Anaplastisches Oligodendrogliom des Lobus occipitalis;C71.4;1
I134972;Astroblastom des Lobus occipitalis;C71.4;1
I132880;Astrozytom des Okzipitallappens;C71.4;1
I30354;Bösartige Neubildung des Lobus occipitalis;C71.4;1
I103225;Bösartige Neubildung des Okzipitallappens des Gehirns a.n.k.;C71.4;1
I105393;Bösartige Neubildung des Polus occipitalis cerebri;C71.4;1
I135043;Chorionkarzinom des Lobus occipitalis;C71.4;1
I132882;Diffuses Astrozytom des Lobus occipitalis;C71.4;1
I134983;Ependymoblastom des Lobus occipitalis;C71.4;1
I132879;Glioblastom des Lobus occipitalis;C71.4;1
I134996;Gliosarkom des Lobus occipitalis;C71.4;1
I30356;Karzinom des Lobus occipitalis;C71.4;1
I30355;Krebs des Lobus occipitalis;C71.4;1
I134990;Malignes Gliom des Lobus occipitalis;C71.4;1
I134311;Malignes Teratom des Lobus occipitalis;C71.4;1
I135033;Medulloepitheliom des Lobus occipitalis;C71.4;1
I135004;Oligoastrozytischer Tumor des Lobus occipitalis;C71.4;1
I135012;Oligoastrozytom des Lobus occipitalis;C71.4;1
I132685;Oligodendrogliom des Lobus occipitalis;C71.4;1
I132926;Pilomyxoides Astrozytom des Lobus occipitalis;C71.4;1
I132681;Pilozytisches Astrozytom des Lobus occipitalis;C71.4;1
I132682;Pleomorphes Xanthoastrozytom des Lobus occipitalis;C71.4;1
I132686;Primitiver neuroektodermaler Tumor des Lobus occipitalis;C71.4;1
I135020;Protoplasmatisches Astrozytom des Lobus occipitalis;C71.4;1
I135032;Riesenzellglioblastom des Lobus occipitalis;C71.4;1
I135065;Anaplastisches Astrozytom eines Hirnventrikels;C71.5;1
I96530;Anaplastisches Chorioidalplexuspapillom;C71.5;1
I134939;Anaplastisches Ependymom eines Hirnventrikels;C71.5;1
I132690;Anaplastisches Gangliogliom eines Hirnventrikels;C71.5;1
I132691;Anaplastisches Oligodendrogliom eines Hirnventrikels;C71.5;1
I96532;Anaplastisches Papillom des Plexus chorioideus;C71.5;1
I135064;Astrozytom eines Hirnventrikels;C71.5;1
