Version	Topographie	Topographie Text	Morphologiecodes	Dignität	Default	ICD10	ICD-10 Text
ICD-O-3.2 2019	C31\.9	Nasennebenhöhlen o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/3	1	C31.9	Bösartige Neubildung: Nasennebenhöhle, nicht näher bezeichnet
ICD-O-3.2 2019	C32\.0	Glottis	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/3	1	C32.0	Bösartige Neubildung: Glottis
ICD-O-3.2 2019	C32\.1	Supraglottis	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/3	1	C32.1	Bösartige Neubildung: Supraglottis
ICD-O-3.2 2019	C32\.2	Subglottis	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/3	1	C32.2	Bösartige Neubildung: Subglottis
ICD-O-3.2 2019	C32\.3	Larynxknorpel	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/3	1	C32.3	Bösartige Neubildung: Larynxknorpel
ICD-O-3.2 2019	C32\.8	Larynx, mehrere Teilbereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/3	1	C32.8	Bösartige Neubildung: Larynx, mehrere Teilbereiche überlappend
ICD-O-3.2 2019	C32\.9	Kehlkopf o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/3	1	C32.9	Bösartige Neubildung: Larynx, nicht näher bezeichnet
ICD-O-3.2 2019	C33\.9	Trachea	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/3	1	C33	Bösartige Neubildung der Trachea
ICD-O-3.2 2019	C34\.0	Hauptbronchus	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/3	1	C34.0	Bösartige Neubildung: Hauptbronchus
ICD-O-3.2 2019	C34\.1	Lungenoberlappen	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/3	1	C34.1	Bösartige Neubildung: Oberlappen (-Bronchus)
ICD-O-3.2 2019	C34\.2	Lungenmittellappen	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/3	1	C34.2	Bösartige Neubildung: Mittellappen (-Bronchus)
ICD-O-3.2 2019	C34\.3	Lungenunterlappen	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/3	1	C34.3	Bösartige Neubildung: Unterlappen (-Bronchus)
ICD-O-3.2 2019	C34\.8	Lunge, mehrere Teilbereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/3	1	C34.8	Bösartige Neubildung: Bronchus und Lunge, mehrere Teilbereiche überlappend
ICD-O-3.2 2019	C34\.9	Lunge o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/3	1	C34.9	Bösartige Neubildung: Bronchus oder Lunge, nicht näher bezeichnet
ICD-O-3.2 2019	C37\.9	Thymus	8000-8719, 8800-9045, 9060-9139, 9150-9589	/3	1	C37	Bösartige Neubildung des Thymus
ICD-O-3.2 2019	C38\.0	Herz	8000, 8800-9045, 9060-9139, 9150-9589	/3	1	C38.0	Bösartige Neubildung: Herz
ICD-O-3.2 2019	C38\.1	Vorderes Mediastinum	8000, 8800-9045, 9060-9139, 9150-9589	/3	1	C38.1	Bösartige Neubildung: Vorderes Mediastinum
ICD-O-3.2 2019	C38\.2	Hinteres Mediastinum	8000, 8800-9045, 9060-9139, 9150-9589	/3	1	C38.2	Bösartige Neubildung: Hinteres Mediastinum
ICD-O-3.2 2019	C38\.3	Mediastinum o.n.A.	8000, 8800-9045, 9060-9139, 9150-9589	/3	1	C38.3	Bösartige Neubildung: Mediastinum, Teil nicht näher bezeichnet
ICD-O-3.2 2019	C38\.4	Pleura o.n.A.	8000, 8800-9045, 9060-9139, 9150-9589	/3	1	C38.4	Bösartige Neubildung: Pleura
ICD-O-3.2 2019	C38\.8	Herz, Mediastinum und Pleura, mehrere Teilbereiche überlappend	8000, 8800-9045, 9060-9139, 9150-9589	/3	1	C38.8	Bösartige Neubildung: Herz, Mediastinum und Pleura, mehrere Teilbereiche überlappend
ICD-O-3.2 2019	C39\.0	Obere Atemwege o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/3	1	C39.0	Bösartige Neubildung: Obere Atemwege, Teil nicht näher bezeichnet
ICD-O-3.2 2019	C39\.8	Atemwege [Respirationstrakt] und intrathorakale Organe, mehrere Bereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/3	1	C39.8	Bösartige Neubildung: Atmungsorgane und sonstige intrathorakale Organe, mehrere Teilbereiche überlappend
ICD-O-3.2 2019	C39\.9	Mangelhaft bezeichneter Sitz innerhalb der Atmungsorgane	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/3	1	C39.9	Bösartige Neubildung: Ungenau bezeichnete Lokalisationen des Atmungssystems
ICD-O-3.2 2019	C40\.0	Lange Knochen von Arm und Schulter und zugehörige Gelenke	8000, 8800-9045, 9060-9139, 9150-9589	/3	1	C40.0	Bösartige Neubildung des Knochens und des Gelenkknorpels: Skapula und lange Knochen der oberen Extremität
ICD-O-3.2 2019	C40\.1	Kurze Knochen der oberen Extremitäten und zugehörige Gelenke	8000, 8800-9045, 9060-9139, 9150-9589	/3	1	C40.1	Bösartige Neubildung des Knochens und des Gelenkknorpels: Kurze Knochen der oberen Extremität
ICD-O-3.2 2019	C40\.2	Lange Knochen der unteren Extremitäten und zugehörige Gelenke	8000, 8800-9045, 9060-9139, 9150-9589	/3	1	C40.2	Bösartige Neubildung des Knochens und des Gelenkknorpels: Lange Knochen der unteren Extremität
ICD-O-3.2 2019	C40\.3	Kurze Knochen der unteren Extremitäten und zugehörige Gelenke	8000, 8800-9045, 9060-9139, 9150-9589	/3	1	C40.3	Bösartige Neubildung des Knochens und des Gelenkknorpels: Kurze Knochen der unteren Extremität
ICD-O-3.2 2019	C40\.8	Knochen, Gelenke und Gelenkknorpel der Extremitäten, mehrere Teilbereiche überlappend	8000, 8800-9045, 9060-9139, 9150-9589	/3	1	C40.8	Bösartige Neubildung: Knochen und Gelenkknorpel der Extremitäten, mehrere Teilbereiche überlappend
ICD-O-3.2 2019	C40\.9	Knochen einer Extremität o.n.A.	8000, 8800-9045, 9060-9139, 9150-9589	/3	1	C40.9	Bösartige Neubildung: Knochen und Gelenkknorpel einer Extremität, nicht näher bezeichnet
ICD-O-3.2 2019	C41\.0	Knochen des Hirn- und Gesichtsschädels und zugehörige Gelenke	8000, 8800-9045, 9060-9139, 9150-9589	/3	1	C41.0	Bösartige Neubildung des Knochens und des Gelenkknorpels: Knochen des Hirn- und Gesichtsschädels
ICD-O-3.2 2019	C41\.0	Knochen des Hirn- und Gesichtsschädels und zugehörige Gelenke	8000, 8800-9045, 9060-9139, 9150-9589	/3	0	C41.01	Bösartige Neubildung des Knochens und des Gelenkknorpels: Kraniofazial
ICD-O-3.2 2019	C41\.0	Knochen des Hirn- und Gesichtsschädels und zugehörige Gelenke	8000, 8800-9045, 9060-9139, 9150-9589	/3	0	C41.02	Bösartige Neubildung des Knochens und des Gelenkknorpels: Maxillofazial
ICD-O-3.2 2019	C41\.1	Mandibula	8000, 8800-9045, 9060-9139, 9150-9589	/3	1	C41.1	Bösartige Neubildung des Knochens und des Gelenkknorpels: Unterkieferknochen
ICD-O-3.2 2019	C41\.2	Wirbelsäule	8000, 8800-9045, 9060-9139, 9150-9589	/3	1	C41.2	Bösartige Neubildung des Knochens und des Gelenkknorpels: Wirbelsäule
ICD-O-3.2 2019	C41\.3	Rippen, Sternum, Klavikula und zugehörige Gelenke	8000, 8800-9045, 9060-9139, 9150-9589	/3	1	C41.3	Bösartige Neubildung des Knochens und des Gelenkknorpels: Rippen, Sternum und Klavikula
ICD-O-3.2 2019	C41\.3	Rippen, Sternum, Klavikula und zugehörige Gelenke	8000, 8800-9045, 9060-9139, 9150-9589	/3	0	C41.30	Bösartige Neubildung des Knochens und des Gelenkknorpels: Rippen
ICD-O-3.2 2019	C41\.3	Rippen, Sternum, Klavikula und zugehörige Gelenke	8000, 8800-9045, 9060-9139, 9150-9589	/3	0	C41.31	Bösartige Neubildung des Knochens und des Gelenkknorpels: Sternum
ICD-O-3.2 2019	C41\.3	Rippen, Sternum, Klavikula und zugehörige Gelenke	8000, 8800-9045, 9060-9139, 9150-9589	/3	0	C41.32	Bösartige Neubildung des Knochens und des Gelenkknorpels: Klavikula
ICD-O-3.2 2019	C41\.4	Beckenknochen, Kreuzbein, Steißbein und zugehörige Gelenke	8000, 8800-9045, 9060-9139, 9150-9589	/3	1	C41.4	Bösartige Neubildung des Knochens und des Gelenkknorpels: Beckenknochen
ICD-O-3.2 2019	C41\.8	Knochen, Gelenke und Gelenkknorpel, mehrere Bereiche überlappend	8000, 8800-9045, 9060-9139, 9150-9589	/3	1	C41.8	Bösartige Neubildung: Knochen und Gelenkknorpel, mehrere Teilbereiche überlappend
ICD-O-3.2 2019	C41\.9	Knochen o.n.A.	8000, 8800-9045, 9060-9139, 9150-9589	/3	1	C41.9	Bösartige Neubildung: Knochen und Gelenkknorpel, nicht näher bezeichnet
ICD-O-3.2 2019	C44\.0	Lippenhaut o.n.A.	8720-8790	/3	1	C43.0	Bösartiges Melanom der Lippe
ICD-O-3.2 2019	C44\.1	Augenlid	8720-8790	/3	1	C43.1	Bösartiges Melanom des Augenlides, einschließlich Kanthus
ICD-O-3.2 2019	C44\.2	Äußeres Ohr	8720-8790	/3	1	C43.2	Bösartiges Melanom des Ohres und des äußeren Gehörganges
ICD-O-3.2 2019	C44\.3	Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes	8720-8790	/3	1	C43.3	Bösartiges Melanom sonstiger und nicht näher bezeichneter Teile des Gesichtes
ICD-O-3.2 2019	C44\.4	Behaarte Kopfhaut und Haut am Hals	8720-8790	/3	1	C43.4	Bösartiges Melanom der behaarten Kopfhaut und des Halses
ICD-O-3.2 2019	C44\.5	Haut am Stamm	8720-8790	/3	1	C43.5	Bösartiges Melanom des Rumpfes
ICD-O-3.2 2019	C44\.6	Haut der oberen Extremitäten und der Schulter	8720-8790	/3	1	C43.6	Bösartiges Melanom der oberen Extremität, einschließlich Schulter
ICD-O-3.2 2019	C44\.7	Haut der unteren Extremität und der Hüfte	8720-8790	/3	1	C43.7	Bösartiges Melanom der unteren Extremität, einschließlich Hüfte
ICD-O-3.2 2019	C44\.8	Haut, mehrere Teilbereiche überlappend	8720-8790	/3	1	C43.8	Bösartiges Melanom der Haut, mehrere Teilbereiche überlappend
ICD-O-3.2 2019	C44\.9	Haut o.n.A.	8720-8790	/3	1	C43.9	Bösartiges Melanom der Haut, nicht näher bezeichnet
ICD-O-3.2 2019	C44\.0	Lippenhaut o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589	/3	1	C44.0	Sonstige bösartige Neubildungen: Lippenhaut
ICD-O-3.2 2019	C44\.1	Augenlid	8000-8719, 8800-9045, 9060-9139, 9150-9589	/3	1	C44.1	Sonstige bösartige Neubildungen: Haut des Augenlides, einschließlich Kanthus
ICD-O-3.2 2019	C44\.2	Äußeres Ohr	8000-8719, 8800-9045, 9060-9139, 9150-9589	/3	1	C44.2	Sonstige bösartige Neubildungen: Haut des Ohres und des äußeren Gehörganges
ICD-O-3.2 2019	C44\.3	Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes	8000-8719, 8800-9045, 9060-9139, 9150-9589	/3	1	C44.3	Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
ICD-O-3.2 2019	C44\.4	Behaarte Kopfhaut und Haut am Hals	8000-8719, 8800-9045, 9060-9139, 9150-9589	/3	1	C44.4	Sonstige bösartige Neubildungen: Behaarte Kopfhaut und Haut des Halses
ICD-O-3.2 2019	C44\.5	Haut am Stamm	8000-8719, 8800-9045, 9060-9139, 9150-9589	/3	1	C44.5	Sonstige bösartige Neubildungen: Haut des Rumpfes
ICD-O-3.2 2019	C44\.5	Haut am Stamm	8000-8719, 8800-9045, 9060-9139, 9150-9589	/3	0	C44.50	Sonstige bösartige Neubildungen der Haut: Perianalhaut
ICD-O-3.2 2019	C44\.5	Haut am Stamm	8000-8719, 8800-9045, 9060-9139, 9150-9589	/3	0	C44.59	Sonstige bösartige Neubildungen der Haut: Haut sonstiger und nicht näher bezeichneter Teile des Rumpfes
ICD-O-3.2 2019	C44\.6	Haut der oberen Extremitäten und der Schulter	8000-8719, 8800-9045, 9060-9139, 9150-9589	/3	1	C44.6	Sonstige bösartige Neubildungen: Haut der oberen Extremität, einschließlich Schulter
ICD-O-3.2 2019	C44\.7	Haut der unteren Extremität und der Hüfte	8000-8719, 8800-9045, 9060-9139, 9150-9589	/3	1	C44.7	Sonstige bösartige Neubildungen: Haut der unteren Extremität, einschließlich Hüfte
ICD-O-3.2 2019	C44\.8	Haut, mehrere Teilbereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589	/3	1	C44.8	Sonstige bösartige Neubildungen: Haut, mehrere Teilbereiche überlappend
ICD-O-3.2 2019	C44\.9	Haut o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589	/3	1	C44.9	Bösartige Neubildung der Haut, nicht näher bezeichnet
ICD-O-3.2 2019	C38\.4	Pleura o.n.A.	9050-9055	/3	1	C45.0	Mesotheliom der Pleura
ICD-O-3.2 2019	C48\.1	Näher bezeichnete Teile des Peritoneums	9050-9055	/3	1	C45.1	Mesotheliom des Peritoneums
ICD-O-3.2 2019	C48\.2	Peritoneum o.n.A.	9050-9055	/3	1	C45.1	Mesotheliom des Peritoneums
ICD-O-3.2 2019	C48\.8	Retroperitoneum und Peritoneum, mehrere Teilbereiche überlappend	9050-9055	/3	1	C45.1	Mesotheliom des Peritoneums
ICD-O-3.2 2019	C38\.0	Herz	9050-9055	/3	1	C45.2	Mesotheliom des Perikards
ICD-O-3.2 2019	C63\.7	Sonstige näher bezeichnete Teile der männlichen Geschlechtsorgane	9050-9055	/3	1	C45.7	Mesotheliom sonstiger Lokalisationen
ICD-O-3.2 2019	C80\.9	Unbekannte Primärlokalisation	9050-9055	/3	1	C45.9	Mesotheliom, nicht näher bezeichnet
ICD-O-3.2 2019	C44\.0	Lippenhaut o.n.A.	9140	/3	1	C46.0	Kaposi-Sarkom der Haut
ICD-O-3.2 2019	C44\.1	Augenlid	9140	/3	1	C46.0	Kaposi-Sarkom der Haut
ICD-O-3.2 2019	C44\.2	Äußeres Ohr	9140	/3	1	C46.0	Kaposi-Sarkom der Haut
ICD-O-3.2 2019	C44\.3	Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes	9140	/3	1	C46.0	Kaposi-Sarkom der Haut
ICD-O-3.2 2019	C44\.4	Behaarte Kopfhaut und Haut am Hals	9140	/3	1	C46.0	Kaposi-Sarkom der Haut
ICD-O-3.2 2019	C44\.5	Haut am Stamm	9140	/3	1	C46.0	Kaposi-Sarkom der Haut
ICD-O-3.2 2019	C44\.6	Haut der oberen Extremitäten und der Schulter	9140	/3	1	C46.0	Kaposi-Sarkom der Haut
ICD-O-3.2 2019	C44\.7	Haut der unteren Extremität und der Hüfte	9140	/3	1	C46.0	Kaposi-Sarkom der Haut
ICD-O-3.2 2019	C44\.8	Haut, mehrere Teilbereiche überlappend	9140	/3	1	C46.0	Kaposi-Sarkom der Haut
ICD-O-3.2 2019	C44\.9	Haut o.n.A.	9140	/3	1	C46.0	Kaposi-Sarkom der Haut
ICD-O-3.2 2019	C49\.0	Bindegewebe, Subkutangewebe und sonstige Weichteile des Kopfes, des Gesichtes und des Halses	9140	/3	1	C46.1	Kaposi-Sarkom des Weichteilgewebes
ICD-O-3.2 2019	C49\.1	Bindegewebe, Subkutangewebe und sonstige Weichteile der oberen Extremität und der Schulter	9140	/3	1	C46.1	Kaposi-Sarkom des Weichteilgewebes
ICD-O-3.2 2019	C49\.2	Bindegewebe, Subkutangewebe und sonstige Weichteile der unteren Extremität und der Hüfte	9140	/3	1	C46.1	Kaposi-Sarkom des Weichteilgewebes
ICD-O-3.2 2019	C49\.3	Bindegewebe, Subkutangewebe und sonstige Weichteile des Thorax	9140	/3	1	C46.1	Kaposi-Sarkom des Weichteilgewebes
ICD-O-3.2 2019	C49\.4	Bindegewebe, Subkutangewebe und sonstige Weichteilgewebe des Abdomen	9140	/3	1	C46.1	Kaposi-Sarkom des Weichteilgewebes
ICD-O-3.2 2019	C49\.5	Bindegewebe, Subkutangewebe und sonstige Weichteile des Beckens	9140	/3	1	C46.1	Kaposi-Sarkom des Weichteilgewebes
ICD-O-3.2 2019	C49\.6	Bindegewebe, Subkutangewebe und sonstige Weichteile des Stammes o.n.A.	9140	/3	1	C46.1	Kaposi-Sarkom des Weichteilgewebes
ICD-O-3.2 2019	C49\.8	Bindegewebe, Subkutangewebe und sonstige Weichteile, mehrere Bereiche überlappend	9140	/3	1	C46.1	Kaposi-Sarkom des Weichteilgewebes
ICD-O-3.2 2019	C49\.9	Bindegewebe, Subkutangewebe und sonstige Weichteile o.n.A.	9140	/3	1	C46.1	Kaposi-Sarkom des Weichteilgewebes
ICD-O-3.2 2019	C05\.0	Harter Gaumen	9140	/3	1	C46.2	Kaposi-Sarkom des Gaumens
ICD-O-3.2 2019	C05\.1	Weicher Gaumen o.n.A.	9140	/3	1	C46.2	Kaposi-Sarkom des Gaumens
ICD-O-3.2 2019	C05\.2	Uvula	9140	/3	1	C46.2	Kaposi-Sarkom des Gaumens
ICD-O-3.2 2019	C05\.8	Gaumen, mehrere Teilbereiche überlappend	9140	/3	1	C46.2	Kaposi-Sarkom des Gaumens
ICD-O-3.2 2019	C77\.0	Lymphknoten des Kopfes, des Gesichtes und des Halses	9140	/3	1	C46.3	Kaposi-Sarkom der Lymphknoten
ICD-O-3.2 2019	C77\.1	Intrathorakaler Lymphknoten	9140	/3	1	C46.3	Kaposi-Sarkom der Lymphknoten
ICD-O-3.2 2019	C77\.2	Intraabdominaler Lymphknoten	9140	/3	1	C46.3	Kaposi-Sarkom der Lymphknoten
ICD-O-3.2 2019	C77\.3	Lymphknoten der Achseln und Arme	9140	/3	1	C46.3	Kaposi-Sarkom der Lymphknoten
ICD-O-3.2 2019	C77\.4	Lymphknoten der Inguinalregion und des Beines	9140	/3	1	C46.3	Kaposi-Sarkom der Lymphknoten
ICD-O-3.2 2019	C77\.5	Beckenlymphknoten	9140	/3	1	C46.3	Kaposi-Sarkom der Lymphknoten
ICD-O-3.2 2019	C77\.8	Lymphknoten mehrerer Regionen	9140	/3	1	C46.3	Kaposi-Sarkom der Lymphknoten
ICD-O-3.2 2019	C77\.9	Lymphknoten o.n.A.	9140	/3	1	C46.3	Kaposi-Sarkom der Lymphknoten
ICD-O-3.2 2019	C00\.0	Äußere Oberlippe	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C00\.1	Äußere Unterlippe	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C00\.2	Äußere Lippe o.n.A.	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C00\.3	Schleimhaut der Oberlippe	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C00\.4	Schleimhaut der Unterlippe	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C00\.5	Lippenschleimhaut o.n.A.	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C00\.6	Lippenkommissur	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C00\.8	Lippe, mehrere Teilbereiche überlappend	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C00\.9	Lippe o.n.A.	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C01\.9	Zungengrund o.n.A.	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C02\.0	Dorsale Oberfläche der Zunge	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C02\.1	Zungenrand	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C02\.2	Ventrale Oberfläche der Zunge o.n.A.	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C02\.3	Vordere 2/3 der Zunge	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C02\.4	Zungentonsille	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C02\.8	Zunge, mehrere Bereiche überlappend	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C02\.9	Zunge o.n.A.	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C03\.0	Oberkieferzahnfleisch	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C03\.1	Unterkieferzahnfleisch	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C03\.9	Zahnfleisch o.n.A.	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C04\.0	Vorderer Teil des Mundbodens	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C04\.1	Seitlicher Teil des Mundbodens	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C04\.8	Mundboden, mehrere Teilbereiche überlappend	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C04\.9	Mundboden o.n.A.	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C05\.9	Gaumen o.n.A.	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C06\.0	Wangenschleimhaut	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C06\.1	Vestibulum oris	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C06\.2	Retromolarregion	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C06\.8	Sonstige und nicht näher bezeichnete Teile des Mundes, mehrere Teilbereiche überlappend	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C06\.9	Mund o.n.A.	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C07\.9	Parotis	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C08\.0	Glandula submandibularis	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C08\.1	Glandula sublingualis	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C08\.8	Große Speicheldrüsen, mehrere Bereiche überlappend	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C08\.9	Große Speicheldrüsen o.n.A.	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C09\.0	Fossa tonsillaris	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C09\.1	Gaumenbogen	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C09\.8	Tonsille, mehrere Teilbereiche überlappend	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C09\.9	Tonsille o.n.A.	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C10\.0	Vallecula epiglottica	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C10\.1	Vorderfläche der Epiglottis	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C10\.2	Seitenwand des Oropharynx	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C10\.3	Hinterwand des Oropharynx	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C10\.4	Kiemengang	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C10\.8	Oropharynx, mehrere Teilbereiche überlappend	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C10\.9	Oropharynx o.n.A.	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C11\.0	Obere Wand des Nasopharynx	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C11\.1	Hinterwand des Nasopharynx	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C11\.2	Seitenwand des Nasopharynx	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C11\.3	Vorderwand des Nasopharynx	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C11\.8	Nasopharynx, mehrere Teilbereiche überlappend	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C11\.9	Nasopharynx o.n.A.	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C12\.9	Sinus piriformis	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C13\.0	Regio postcricoidea	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C13\.1	Plica aryepiglottica, hypopharyngeale Seite	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C13\.2	Hinterwand des Hypopharynx	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C13\.8	Hypopharynx, mehrere Teilbereiche überlappend	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C13\.9	Hypopharynx o.n.A.	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C14\.0	Pharynx o.n.A.	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C14\.2	Waldeyer-Ring	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C15\.0	Ösophagus, Pars cervicalis	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C15\.1	Ösophagus, Pars thoracalis	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C15\.2	Ösophagus, Pars abdominalis	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
ICD-O-3.2 2019	C15\.3	Ösophagus, oberes Drittel	9140	/3	1	C46.7	Kaposi-Sarkom sonstiger Lokalisationen
