Version	Topographie	Topographie Text	Morphologiecodes	Dignität	Default	ICD10	ICD-10 Text
ICD-O-3.2 2019	C10\.3	Hinterwand des Oropharynx	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.0	Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C10\.4	Kiemengang	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.0	Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C10\.8	Oropharynx, mehrere Teilbereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.0	Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C10\.9	Oropharynx o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.0	Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C11\.0	Obere Wand des Nasopharynx	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.0	Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C11\.1	Hinterwand des Nasopharynx	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.0	Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C11\.2	Seitenwand des Nasopharynx	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.0	Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C11\.3	Vorderwand des Nasopharynx	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.0	Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C11\.8	Nasopharynx, mehrere Teilbereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.0	Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C11\.9	Nasopharynx o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.0	Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C12\.9	Sinus piriformis	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.0	Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C13\.0	Regio postcricoidea	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.0	Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C13\.1	Plica aryepiglottica, hypopharyngeale Seite	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.0	Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C13\.2	Hinterwand des Hypopharynx	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.0	Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C13\.8	Hypopharynx, mehrere Teilbereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.0	Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C13\.9	Hypopharynx o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.0	Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C14\.0	Pharynx o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.0	Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C14\.2	Waldeyer-Ring	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.0	Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C14\.8	Lippe, Mundhöhle und Pharynx, mehrere Bereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.0	Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C16\.0	Kardia o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.1	Neubildung unsicheren oder unbekannten Verhaltens: Magen
ICD-O-3.2 2019	C16\.1	Fundus ventriculi	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.1	Neubildung unsicheren oder unbekannten Verhaltens: Magen
ICD-O-3.2 2019	C16\.2	Corpus ventriculi	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.1	Neubildung unsicheren oder unbekannten Verhaltens: Magen
ICD-O-3.2 2019	C16\.3	Antrum ventriculi	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.1	Neubildung unsicheren oder unbekannten Verhaltens: Magen
ICD-O-3.2 2019	C16\.4	Pylorus	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.1	Neubildung unsicheren oder unbekannten Verhaltens: Magen
ICD-O-3.2 2019	C16\.5	Kleine Kurvatur o.n.A	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.1	Neubildung unsicheren oder unbekannten Verhaltens: Magen
ICD-O-3.2 2019	C16\.6	Große Kurvatur o.n.A	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.1	Neubildung unsicheren oder unbekannten Verhaltens: Magen
ICD-O-3.2 2019	C16\.8	Magen, mehrere Teilbereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.1	Neubildung unsicheren oder unbekannten Verhaltens: Magen
ICD-O-3.2 2019	C16\.9	Magen o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.1	Neubildung unsicheren oder unbekannten Verhaltens: Magen
ICD-O-3.2 2019	C17\.0	Duodenum	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.2	Neubildung unsicheren oder unbekannten Verhaltens: Dünndarm
ICD-O-3.2 2019	C17\.1	Jejunum	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.2	Neubildung unsicheren oder unbekannten Verhaltens: Dünndarm
ICD-O-3.2 2019	C17\.2	Ileum	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.2	Neubildung unsicheren oder unbekannten Verhaltens: Dünndarm
ICD-O-3.2 2019	C17\.3	Meckel-Divertikel	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.2	Neubildung unsicheren oder unbekannten Verhaltens: Dünndarm
ICD-O-3.2 2019	C17\.8	Dünndarm, mehrere Teilbereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.2	Neubildung unsicheren oder unbekannten Verhaltens: Dünndarm
ICD-O-3.2 2019	C17\.9	Dünndarm o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.2	Neubildung unsicheren oder unbekannten Verhaltens: Dünndarm
ICD-O-3.2 2019	C18\.1	Appendix vermiformis	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.3	Neubildung unsicheren oder unbekannten Verhaltens: Appendix vermiformis
ICD-O-3.2 2019	C18\.0	Zökum	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.4	Neubildung unsicheren oder unbekannten Verhaltens: Kolon
ICD-O-3.2 2019	C18\.2	Colon ascendens	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.4	Neubildung unsicheren oder unbekannten Verhaltens: Kolon
ICD-O-3.2 2019	C18\.3	Flexura hepatica	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.4	Neubildung unsicheren oder unbekannten Verhaltens: Kolon
ICD-O-3.2 2019	C18\.4	Colon transversum	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.4	Neubildung unsicheren oder unbekannten Verhaltens: Kolon
ICD-O-3.2 2019	C18\.5	Flexura lienalis coli	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.4	Neubildung unsicheren oder unbekannten Verhaltens: Kolon
ICD-O-3.2 2019	C18\.6	Colon descendens	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.4	Neubildung unsicheren oder unbekannten Verhaltens: Kolon
ICD-O-3.2 2019	C18\.7	Colon sigmoideum	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.4	Neubildung unsicheren oder unbekannten Verhaltens: Kolon
ICD-O-3.2 2019	C18\.8	Kolon, mehrere Teilbereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.4	Neubildung unsicheren oder unbekannten Verhaltens: Kolon
ICD-O-3.2 2019	C18\.9	Colon	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.4	Neubildung unsicheren oder unbekannten Verhaltens: Kolon
ICD-O-3.2 2019	C19\.9	Rektosigmoidaler Übergang	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.5	Neubildung unsicheren oder unbekannten Verhaltens: Rektum
ICD-O-3.2 2019	C20\.9	Rektum o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.5	Neubildung unsicheren oder unbekannten Verhaltens: Rektum
ICD-O-3.2 2019	C22\.0	Leber (hepatisch)	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.6	Neubildung unsicheren oder unbekannten Verhaltens: Leber, Gallenblase und Gallengänge
ICD-O-3.2 2019	C22\.1	Intrahepatische Gallengänge	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.6	Neubildung unsicheren oder unbekannten Verhaltens: Leber, Gallenblase und Gallengänge
ICD-O-3.2 2019	C23\.9	Gallenblase	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.6	Neubildung unsicheren oder unbekannten Verhaltens: Leber, Gallenblase und Gallengänge
ICD-O-3.2 2019	C24\.0	Extrahepatischer Gallengang	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.6	Neubildung unsicheren oder unbekannten Verhaltens: Leber, Gallenblase und Gallengänge
ICD-O-3.2 2019	C24\.1	Ampulla Vateri	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.6	Neubildung unsicheren oder unbekannten Verhaltens: Leber, Gallenblase und Gallengänge
ICD-O-3.2 2019	C24\.8	Gallenwege, mehrere Bereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.6	Neubildung unsicheren oder unbekannten Verhaltens: Leber, Gallenblase und Gallengänge
ICD-O-3.2 2019	C24\.9	Gallenwege o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.6	Neubildung unsicheren oder unbekannten Verhaltens: Leber, Gallenblase und Gallengänge
ICD-O-3.2 2019	C15\.0	Ösophagus, Pars cervicalis	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane
ICD-O-3.2 2019	C15\.1	Ösophagus, Pars thoracalis	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane
ICD-O-3.2 2019	C15\.2	Ösophagus, Pars abdominalis	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane
ICD-O-3.2 2019	C15\.3	Ösophagus, oberes Drittel	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane
ICD-O-3.2 2019	C15\.4	Ösophagus, mittleres Drittel	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane
ICD-O-3.2 2019	C15\.5	Ösophagus, unteres intrathorakales Drittel	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane
ICD-O-3.2 2019	C15\.8	Ösophagus, mehrere Teilbereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane
ICD-O-3.2 2019	C15\.9	Ösophagus o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane
ICD-O-3.2 2019	C25\.0	Pankreaskopf	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.70	Neubildung unsicheren oder unbekannten Verhaltens: Pankreas
ICD-O-3.2 2019	C25\.1	Pankreaskörper	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.70	Neubildung unsicheren oder unbekannten Verhaltens: Pankreas
ICD-O-3.2 2019	C25\.2	Pankreasschwanz	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.70	Neubildung unsicheren oder unbekannten Verhaltens: Pankreas
ICD-O-3.2 2019	C25\.3	Ductus pancreaticus	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.70	Neubildung unsicheren oder unbekannten Verhaltens: Pankreas
ICD-O-3.2 2019	C25\.4	Pankreas-Inselzellen (Histos: nur NET)	8010-8249	/1	1	D37.70	Neubildung unsicheren oder unbekannten Verhaltens: Pankreas
ICD-O-3.2 2019	C25\.7	Sonstige näher bezeichnete Teile des Pankreas	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.70	Neubildung unsicheren oder unbekannten Verhaltens: Pankreas
ICD-O-3.2 2019	C25\.8	Pankreas, mehrere Teilbereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.70	Neubildung unsicheren oder unbekannten Verhaltens: Pankreas
ICD-O-3.2 2019	C25\.9	Pankreas o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.70	Neubildung unsicheren oder unbekannten Verhaltens: Pankreas
ICD-O-3.2 2019	C21\.0	Anus o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.78	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane
ICD-O-3.2 2019	C21\.1	Analkanal	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.78	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane
ICD-O-3.2 2019	C21\.2	Kloakenregion	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.78	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane
ICD-O-3.2 2019	C21\.8	Rektum, Anus und Analkanal, mehrere Bereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.78	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane
ICD-O-3.2 2019	C26\.0	Intestinaltrakt o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.78	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane
ICD-O-3.2 2019	C26\.8	Verdauungssystem, mehrere Bereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.78	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane
ICD-O-3.2 2019	C42\.2	Milz	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.78	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane
ICD-O-3.2 2019	C26\.9	Gastrointestinaltrakt o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D37.9	Neubildung unsicheren oder unbekannten Verhaltens: Verdauungsorgan, nicht näher bezeichnet
ICD-O-3.2 2019	C32\.0	Glottis	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.0	Neubildung unsicheren oder unbekannten Verhaltens: Larynx
ICD-O-3.2 2019	C32\.1	Supraglottis	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.0	Neubildung unsicheren oder unbekannten Verhaltens: Larynx
ICD-O-3.2 2019	C32\.2	Subglottis	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.0	Neubildung unsicheren oder unbekannten Verhaltens: Larynx
ICD-O-3.2 2019	C32\.3	Larynxknorpel	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.0	Neubildung unsicheren oder unbekannten Verhaltens: Larynx
ICD-O-3.2 2019	C32\.8	Larynx, mehrere Teilbereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.0	Neubildung unsicheren oder unbekannten Verhaltens: Larynx
ICD-O-3.2 2019	C32\.9	Kehlkopf o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.0	Neubildung unsicheren oder unbekannten Verhaltens: Larynx
ICD-O-3.2 2019	C33\.9	Trachea	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.1	Neubildung unsicheren oder unbekannten Verhaltens: Trachea, Bronchus und Lunge
ICD-O-3.2 2019	C34\.0	Hauptbronchus	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.1	Neubildung unsicheren oder unbekannten Verhaltens: Trachea, Bronchus und Lunge
ICD-O-3.2 2019	C34\.1	Lungenoberlappen	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.1	Neubildung unsicheren oder unbekannten Verhaltens: Trachea, Bronchus und Lunge
ICD-O-3.2 2019	C34\.2	Lungenmittellappen	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.1	Neubildung unsicheren oder unbekannten Verhaltens: Trachea, Bronchus und Lunge
ICD-O-3.2 2019	C34\.3	Lungenunterlappen	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.1	Neubildung unsicheren oder unbekannten Verhaltens: Trachea, Bronchus und Lunge
ICD-O-3.2 2019	C34\.8	Lunge, mehrere Teilbereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.1	Neubildung unsicheren oder unbekannten Verhaltens: Trachea, Bronchus und Lunge
ICD-O-3.2 2019	C34\.9	Lunge o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.1	Neubildung unsicheren oder unbekannten Verhaltens: Trachea, Bronchus und Lunge
ICD-O-3.2 2019	C38\.4	Pleura o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.2	Neubildung unsicheren oder unbekannten Verhaltens: Pleura
ICD-O-3.2 2019	C38\.4	Pleura o.n.A.	9050-9055	/1	1	D38.2	Neubildung unsicheren oder unbekannten Verhaltens: Pleura
ICD-O-3.2 2019	C38\.1	Vorderes Mediastinum	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.3	Neubildung unsicheren oder unbekannten Verhaltens: Mediastinum
ICD-O-3.2 2019	C38\.2	Hinteres Mediastinum	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.3	Neubildung unsicheren oder unbekannten Verhaltens: Mediastinum
ICD-O-3.2 2019	C38\.3	Mediastinum o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.3	Neubildung unsicheren oder unbekannten Verhaltens: Mediastinum
ICD-O-3.2 2019	C37\.9	Thymus	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.4	Neubildung unsicheren oder unbekannten Verhaltens: Thymus
ICD-O-3.2 2019	C30\.0	Nasenhöhle	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.5	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Atmungsorgane
ICD-O-3.2 2019	C30\.1	Mittelohr	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.5	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Atmungsorgane
ICD-O-3.2 2019	C31\.0	Sinus maxillaris	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.5	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Atmungsorgane
ICD-O-3.2 2019	C31\.1	Sinus ethmoidalis	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.5	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Atmungsorgane
ICD-O-3.2 2019	C31\.2	Sinus frontalis	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.5	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Atmungsorgane
ICD-O-3.2 2019	C31\.3	Sinus sphenoidalis	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.5	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Atmungsorgane
ICD-O-3.2 2019	C31\.8	Nasennebenhöhlen, mehrere Teilbereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.5	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Atmungsorgane
ICD-O-3.2 2019	C31\.9	Nasennebenhöhlen o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.5	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Atmungsorgane
ICD-O-3.2 2019	C39\.0	Obere Atemwege o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.6	Neubildung unsicheren oder unbekannten Verhaltens: Atmungsorgan, nicht näher bezeichnet
ICD-O-3.2 2019	C39\.8	Atemwege [Respirationstrakt] und intrathorakale Organe, mehrere Bereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.6	Neubildung unsicheren oder unbekannten Verhaltens: Atmungsorgan, nicht näher bezeichnet
ICD-O-3.2 2019	C39\.9	Mangelhaft bezeichneter Sitz innerhalb der Atmungsorgane	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D38.6	Neubildung unsicheren oder unbekannten Verhaltens: Atmungsorgan, nicht näher bezeichnet
ICD-O-3.2 2019	C53\.0	Endozervix	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.0	Neubildung unsicheren oder unbekannten Verhaltens: Uterus
ICD-O-3.2 2019	C53\.1	Ektozervix	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.0	Neubildung unsicheren oder unbekannten Verhaltens: Uterus
ICD-O-3.2 2019	C53\.8	Cervix uteri, mehrere Teilbereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.0	Neubildung unsicheren oder unbekannten Verhaltens: Uterus
ICD-O-3.2 2019	C53\.9	Cervix uteri	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.0	Neubildung unsicheren oder unbekannten Verhaltens: Uterus
ICD-O-3.2 2019	C54\.0	Isthmus uteri	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.0	Neubildung unsicheren oder unbekannten Verhaltens: Uterus
ICD-O-3.2 2019	C54\.1	Endometrium	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.0	Neubildung unsicheren oder unbekannten Verhaltens: Uterus
ICD-O-3.2 2019	C54\.2	Myometrium	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.0	Neubildung unsicheren oder unbekannten Verhaltens: Uterus
ICD-O-3.2 2019	C54\.3	Fundus uteri	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.0	Neubildung unsicheren oder unbekannten Verhaltens: Uterus
ICD-O-3.2 2019	C54\.8	Corpus uteri, mehrere Teilbereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.0	Neubildung unsicheren oder unbekannten Verhaltens: Uterus
ICD-O-3.2 2019	C54\.9	Corpus uteri	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.0	Neubildung unsicheren oder unbekannten Verhaltens: Uterus
ICD-O-3.2 2019	C55\.9	Uterus o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.0	Neubildung unsicheren oder unbekannten Verhaltens: Uterus
ICD-O-3.2 2019	C56\.9	Ovar	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.1	Neubildung unsicheren oder unbekannten Verhaltens: Ovar
ICD-O-3.2 2019	C58\.9	Plazenta	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.2	Neubildung unsicheren oder unbekannten Verhaltens: Plazenta
ICD-O-3.2 2019	C51\.0	Labium majus	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige weibliche Genitalorgane
ICD-O-3.2 2019	C51\.1	Labium minus	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige weibliche Genitalorgane
ICD-O-3.2 2019	C51\.2	Klitoris	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige weibliche Genitalorgane
ICD-O-3.2 2019	C51\.8	Vulva, mehrere Teilbereiche überlappend	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige weibliche Genitalorgane
ICD-O-3.2 2019	C51\.9	Vulva o.n.A.	8000-8719, 8800-9045, 9060-9139, 9150-9589, 8720-8790	/1	1	D39.7	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige weibliche Genitalorgane
